building_id,lon,lat,n_addresses,adresse_ejemplo,parcel_ref,parcel_label,parcel_area_m2
Building2D.ACT_297db4e4-bfda-44b3-a044-6694bf423b37,6.2534933,49.8631278,1,"12, Um Stued, 9390 Reisdorf, Luxembourg",096C00160003254,160/3254,402.61
Building2D.ACT_2981bb73-5368-449a-8798-45eb1aee05f3,6.2168081,49.8741631,1,"16, Rue du Pont, 9353 Bettendorf, Luxembourg",013A00247004695,247/4695,1866.37
Building2D.ACT_298b5939-af77-4fdc-8b01-aa3e0042385d,6.1822322,49.8941311,0,,004E00156001033,156/1033,16362.11
Building2D.ACT_29b3825e-d5ac-40fd-b1ba-03996f5f40c5,6.1822439,49.8661672,1,"44, Rue Principale, 9370 Gilsdorf, Luxembourg",013C00205004421,205/4421,967.47
Building2D.ACT_29c8ce98-f94e-402c-aa21-af8e64dc6b52,6.17097,49.8688407,1,"89, Rue Clairefontaine, 9220 Diekirch, Luxembourg",030A02802002211,2802/2211,109.79
Building2D.ACT_2a1dca7d-c27c-4e30-ae1a-85840e2d35df,6.172896,49.868889,1,"105, Rue Clairefontaine, 9221 Diekirch, Luxembourg",030A02754006930,2754/6930,834.39
Building2D.ACT_2a44e765-da27-42d5-a725-b53e316ed26a,6.1770792,49.8688215,1,"172, Rue Clairefontaine, 9221 Diekirch, Luxembourg",030A02708007247,2708/7247,328.87
Building2D.ACT_2a46685b-1f01-4ec2-9791-7bc57de1db6f,6.1780425,49.8665292,1,"20, Rue des Jardins, 9371 Gilsdorf, Luxembourg",013C00572005133,572/5133,991.64
Building2D.ACT_2a75b9df-d754-45a6-88ab-22ecb487b40a,6.2083883,49.8761758,2,"3, Rue des Vergers, 9354 Bettendorf, Luxembourg",013A01260005396,1260/5396,850.9
Building2D.ACT_2ab7cf03-c8e8-41ae-b625-e6ff17a4ef6a,6.1750614,49.86376,0,,013C02034004526,2034/4526,1102.16
Building2D.ACT_2ad22b40-3f95-4c23-ad9f-d6f482bba40f,6.168191,49.888783,1,"2A, Haaptstrooss, 9350 Bastendorf, Luxembourg",004D01240004210,1240/4210,488.45
Building2D.ACT_2b17c038-75a7-4b2e-91b7-81c685ebd5e9,6.262452,49.867448,2,"7, Rue de la Gare, 9391 Reisdorf, Luxembourg",096C00810003154,810/3154,678.88
Building2D.ACT_2b2e1fe9-2efb-4fe8-8ca4-3ba8951d5939,6.1746574,49.87347,0,,030A02657008807,2657/8807,38396.48
Building2D.ACT_2b2e4b4d-0019-418c-8771-6bed0a36b6f3,6.1770814,49.8633043,1,"4A, Am Aal, 9370 Gilsdorf, Luxembourg",013C00055004895,55/4895,464.92
Building2D.ACT_2b57a91e-cba7-469f-8ebd-b1294b874c5e,6.2418731,49.8642519,0,,013B01506002170,1506/2170,860.91
Building2D.ACT_2b5aea82-4bc0-4886-9c6b-4f601eeaacae,6.2259422,49.8804667,0,,013A00892005630,892/5630,2014.73
Building2D.ACT_2b9bfc09-586d-4124-9f74-bc1eec32bc99,6.1860625,49.865975,1,"18, Schellecksgaass, 9372 Gilsdorf, Luxembourg",013C00932004359,932/4359,1209.87
Building2D.ACT_2bb589d0-ebd9-45e2-bf88-e3aa49307798,6.2221018,49.8726027,0,,013A02706005229,2706/5229,1385.62
Building2D.ACT_2bc8ea95-0f55-4e58-b41d-f609ba597535,6.2596491,49.8685945,1,"8, Cité Jean Hientgen, 9390 Reisdorf, Luxembourg",096C00203003118,203/3118,559.77
Building2D.ACT_2bca781a-987b-437d-bc92-f949216cc132,6.17676,49.863782,1,"2, Rue Um Knaeppchen, 9370 Gilsdorf, Luxembourg",013C00033003525,33/3525,47.81
Building2D.ACT_2bce6589-d1fa-4418-ae7a-183501763d4f,6.214882,49.867584,0,,013A02412004010,2412/4010,8810.36
Building2D.ACT_2be07a27-a01e-4084-a1ab-7b6f5430c91b,6.1932228,49.87183,0,,013A01508005026,1508/5026,8064.28
Building2D.ACT_2be65786-3f64-401e-be6f-32ce064c0999,6.2527392,49.8690225,0,,096C00087002034,87/2034,4142.23
Building2D.ACT_2bed8396-754f-4048-b69c-d796e4387d99,6.21729,49.8709973,1,"8, Route d'Eppeldorf, 9353 Bettendorf, Luxembourg",013A02698003653,2698/3653,370.5
Building2D.ACT_2c05cb32-b488-49c5-b0f7-310a511545d9,6.1803452,49.8968696,0,,004E00029000870,29/870,5038.7
Building2D.ACT_2c1f328b-77a6-4380-acf7-bbc976247beb,6.179856,49.8655728,1,"25, Rue Principale, 9370 Gilsdorf, Luxembourg",013C00542004631,542/4631,823.01
Building2D.ACT_2c35af0c-0b18-4b85-9cee-167c3e94ca70,6.1900507,49.8806807,0,,013A01073004128,1073/4128,7224.69
Building2D.ACT_2c6001eb-28cc-441c-8f81-13811c6bb21e,6.2567952,49.8862083,0,,096A00485001723,485/1723,4994.44
Building2D.ACT_2c7c6f7e-3023-46db-9485-91b9519f8b30,6.2368743,49.89911,0,,,,
Building2D.ACT_2d00e114-d099-4d76-a560-a961533522a2,6.2121687,49.876322,1,"43, Route de Diekirch, 9355 Bettendorf, Luxembourg",013A00305005542,305/5542,546
Building2D.ACT_2d09d439-5a73-4f94-aa7a-a630bc2377fd,6.18133,49.8648285,1,"15, Route de Broderbour, 9373 Gilsdorf, Luxembourg",013C00162005317,162/5317,321.07
Building2D.ACT_2d40178f-bb63-43d0-bbc7-e07b5b0b0376,6.1717889,49.8650468,1,"77, Route de Gilsdorf, 9234 Diekirch, Luxembourg",030B00102001252,102/1252,895.14
Building2D.ACT_2db4df24-beec-4b87-a464-34054d9d075a,6.1810408,49.8649025,1,"6, Route de Broderbour, 9373 Gilsdorf, Luxembourg",013C00150005037,150/5037,319.35
Building2D.ACT_2dedf646-1d18-4e07-bf50-c7b1eee21f60,6.2558867,49.8830617,1,"20, Maison, 9456 Hoesdorf, Luxembourg",096A00022001274,22/1274,158.31
Building2D.ACT_2df68233-2d85-4030-a9bf-c976e6462761,6.2561386,49.88333,0,,096A00023001805,23/1805,837.83
Building2D.ACT_2e001839-0916-4327-be37-9c2cb958343b,6.219328,49.872934,0,,013A02729005116,2729/5116,29553.63
Building2D.ACT_2e9d4e67-c580-469f-ab04-b0e96f2347fe,6.1771523,49.8690815,1,"169, Rue Clairefontaine, 9221 Diekirch, Luxembourg",030A02699007905,2699/7905,62.29
Building2D.ACT_2ea54386-f59d-42b0-bc26-212c0bf0a47c,6.2220689,49.8736056,0,,013A02729005116,2729/5116,29553.63
Building2D.ACT_2ea612b9-ea5a-4fda-82e0-13d3342d84b3,6.2189745,49.8789564,0,,013A00446004829,446/4829,2945.38
Building2D.ACT_2efcf83f-26da-45ad-b20f-dcf1e5641ca1,6.2178864,49.8702845,1,"12D, Route d'Eppeldorf, 9353 Bettendorf, Luxembourg",013A02678005504,2678/5504,306.77
Building2D.ACT_2f04d304-679e-42b4-a7de-cf17fbd50556,6.2309231,49.8848938,2,"1, Metschenhaff, 9356 Bettendorf, Luxembourg",013A02142005484,2142/5484,4882.67
Building2D.ACT_2f067a0e-1dc1-4b3b-b013-341721e5d7f4,6.1784056,49.8629233,1,"15, Op der Bell, 9373 Gilsdorf, Luxembourg",013C01032004808,1032/4808,368.38
Building2D.ACT_2f0712d7-9b28-4e76-8737-915dc9c80449,6.212894,49.874244,0,,013A00274005211,274/5211,467.76
Building2D.ACT_2f0e00fd-e4f0-4ea4-8b80-cd5832acaaa5,6.2254019,49.8912641,0,,013A02009004739,2009/4739,99685.23
Building2D.ACT_2f215010-b850-49e5-b12e-9ffa7434beb2,6.2391986,49.8671371,0,,013B00084000599,84/599,1496.7
Building2D.ACT_2f36d7f3-362a-4c4b-acf4-093320a57b4c,6.1821971,49.866605,1,"45, Rue Principale, 9370 Gilsdorf, Luxembourg",013C00483001029,483/1029,422.54
Building2D.ACT_2f3fa1d4-626c-4a88-8639-44390566e11f,6.222602,49.878464,1,"8, Im Donner, 9357 Bettendorf, Luxembourg",013A00484005190,484/5190,733.55
Building2D.ACT_2f65e39d-f8cb-490d-83cd-3f3939d7ff57,6.1706969,49.86488,1,"98, Route de Gilsdorf, 9234 Diekirch, Luxembourg",030B00100001107,100/1107,341.58
Building2D.ACT_2f6cd39a-c19b-417d-b8ad-95bd39713518,6.1848932,49.8668947,0,,013C00270004262,270/4262,742.99
Building2D.ACT_2f725a92-2191-46fa-86fd-4473dde8ec8b,6.1839357,49.8926371,0,,004E00155003968,155/3968,27716.71
Building2D.ACT_2fb402eb-48d8-47a9-8e82-b9e25df051e5,6.2377783,49.866985,1,"30, Rue de la Gare, 9382 Moestroff, Luxembourg",013B00105002007,105/2007,175.12
Building2D.ACT_2fbf44ca-95f5-4d62-bfb7-24bfe5616012,6.2600992,49.8667608,1,"25, Rue de la Gare, 9391 Reisdorf, Luxembourg",096C00840003134,840/3134,663.51
Building2D.ACT_2fd99d43-c63c-462e-8cd7-b42b22f6a7f8,6.237484,49.867457,1,"40, Rue de la Gare, 9382 Moestroff, Luxembourg",013B00006002308,6/2308,505.56
Building2D.ACT_2fe1c8a7-8610-4a2c-ab60-ab28e73f979d,6.2132722,49.8764878,0,,013A00304002938,304/2938,615.95
Building2D.ACT_2fef9d33-c437-4bb6-99f0-9fb38ac4fa0c,6.2568664,49.8835482,1,"18, Maison, 9456 Hoesdorf, Luxembourg",096A00051001800,51/1800,212.55
Building2D.ACT_2ffe6129-bc82-445d-a241-62c99dd08214,6.2130186,49.8767407,2,"1A, Am Elick, 9354 Bettendorf, Luxembourg",013A00304005163,304/5163,1481.88
Building2D.ACT_302347fc-102e-4c26-bea3-53a6d614a58f,6.229061,49.8617797,0,,013A02841005710,2841/5710,43541.32
Building2D.ACT_30249c80-9f28-4da7-9bb5-cbed0f5c89ca,6.2391445,49.8655118,0,,013B00086002141,86/2141,877.02
Building2D.ACT_302a0a22-e0d7-4229-ac5a-489f9176a9cd,6.21351,49.874064,0,,013A00266005838,266/5838,435.35
Building2D.ACT_302c8125-20bc-4c6b-86d4-964f83307bc2,6.2192443,49.8788157,2,"5, Am Ieselswee, 9356 Bettendorf, Luxembourg",013A00412005122,412/5122,2932.45
Building2D.ACT_306cb38b-f57b-4992-b6a4-d782a7001991,6.1746738,49.8639037,1,"4, Um Aale Waasser, 9370 Gilsdorf, Luxembourg",013C02034004525,2034/4525,1195.83
Building2D.ACT_307c667f-38f0-48c3-9e37-722bcf23c172,6.1755751,49.8644851,2,"123, Route de Gilsdorf, 9234 Diekirch, Luxembourg",030B00069001653,69/1653,1082.87
Building2D.ACT_3080c309-5d8a-4db5-bb89-1f1b6611aefd,6.2563254,49.8811093,1,"1D, Maison, 9456 Hoesdorf, Luxembourg",096A00130001779,130/1779,1024.15
Building2D.ACT_308fae76-8c8d-4baa-9da2-4bb42bde4c63,6.1858471,49.8676257,1,"22, Rue des Prés, 9371 Gilsdorf, Luxembourg",013C00341004587,341/4587,902.06
Building2D.ACT_30b0e98e-ebb6-4384-880a-c443169e93b9,6.1820386,49.8963686,0,,004E00012001028,12/1028,1600.71
Building2D.ACT_30dc242a-71db-4581-9061-4a4bf809573e,6.178842,49.865712,0,,013C00560004263,560/4263,710.06
Building2D.ACT_30e29c18-d0f0-4314-8259-15545ad51543,6.2123943,49.8740143,1,"17, Fraeschegaass, 9353 Bettendorf, Luxembourg",013A00274005155,274/5155,374.21
Building2D.ACT_313c666e-5000-46f5-98b3-ea64c787b89d,6.1811411,49.8661044,2,"39, Rue Principale, 9370 Gilsdorf, Luxembourg",013C00511004425,511/4425,560.12
Building2D.ACT_3184c215-777f-4355-803c-91bc85c2827a,6.18014,49.8653978,1,"32, Rue Principale, 9370 Gilsdorf, Luxembourg",013C00110005046,110/5046,1883.31
Building2D.ACT_31e97c81-37a4-4f24-9209-519bf9c0e6d3,6.2084114,49.8759257,1,"2, Rue des Vergers, 9354 Bettendorf, Luxembourg",013A01336005426,1336/5426,923.47
Building2D.ACT_31fcf330-8430-4ce8-95e6-c5864e49a252,6.2214538,49.8785862,1,"1, Im Donner, 9357 Bettendorf, Luxembourg",013A00481005107,481/5107,952.38
Building2D.ACT_3250a72e-ef18-4756-ba90-adeea66d7b87,6.2579043,49.8836371,1,"14, Maison, 9456 Hoesdorf, Luxembourg",096A00067001750,67/1750,944.01
Building2D.ACT_32639fec-8432-45c2-8a68-1c43e7142a87,6.241934,49.866188,0,,013B01477001924,1477/1924,66084.61
Building2D.ACT_3268adec-5d02-494c-b662-f94315e8df61,6.1742631,49.8647154,1,"111, Route de Gilsdorf, 9234 Diekirch, Luxembourg",030B00073001764,73/1764,1534.65
Building2D.ACT_3274e961-4ac2-4192-a261-67a71b49da7d,6.2227911,49.8764132,1,"7, Cité Hannert dem Schlass, 9353 Bettendorf, Luxembourg",013A00499005238,499/5238,743.49
Building2D.ACT_32753fbb-10fc-446d-9917-9498f18c9d61,6.1749333,49.8626225,1,"19, Rue Um Knaeppchen, 9370 Gilsdorf, Luxembourg",013C02184005210,2184/5210,1868.94
Building2D.ACT_32cb1359-690f-4a38-a060-d53bc57324b1,6.2609424,49.8695565,2,"3A, Klengreisduerf, 9390 Reisdorf, Luxembourg",096C00254003296,254/3296,1223.14
Building2D.ACT_32d3f213-2e01-429f-a0aa-a7f6c2f8309c,6.2188225,49.8721513,2,"1, Rue de la Gare, 9353 Bettendorf, Luxembourg",013A02704005114,2704/5114,1618.08
Building2D.ACT_32d9bd2b-3fd3-4786-b7ae-be7f4ca436fc,6.1882944,49.8736544,0,,004D02142002430,2142/2430,10409.53
Building2D.ACT_332faf4d-5c86-4824-9fde-bdf4166aacaa,6.1891,49.87269,0,,013A02970005130,2970/5130,5738.26
Building2D.ACT_3337ccf4-abaa-416e-8784-f4cddd6e3bab,6.175894,49.863364,1,"11, Rue Um Knaeppchen, 9370 Gilsdorf, Luxembourg",013C02189004253,2189/4253,217.79
Building2D.ACT_333f8438-470d-4fb1-8d64-4e62087f3a20,6.1827443,49.86686,1,"11, Rue des Prés, 9371 Gilsdorf, Luxembourg",013C00454005111,454/5111,296.25
Building2D.ACT_33466676-b1ed-4708-89af-178ef35a40f7,6.1837286,49.86561,0,,013C00187005198,187/5198,819.78
Building2D.ACT_334f0749-9ad5-48e5-81af-8170b2bd218b,6.1769231,49.86881,1,"170, Rue Clairefontaine, 9221 Diekirch, Luxembourg",030A02708007246,2708/7246,351.15
Building2D.ACT_335cb98f-60dc-48c3-87ea-12bbfbef02cc,6.2152243,49.8745257,1,"1C, Fraeschegaass, 9353 Bettendorf, Luxembourg",013A00245005639,245/5639,223.54
Building2D.ACT_336b9f43-9b45-4feb-8e3c-799079403c55,6.17254,49.8640078,1,"6, Um Ale Waasser, 9370 Diekirch, Luxembourg",030B00082001520,82/1520,618.86
Building2D.ACT_336d3eec-3552-4339-b0ee-c6acce66e2e0,6.2285246,49.8616289,0,,013A02841005710,2841/5710,43541.32
Building2D.ACT_336d436c-4ce5-4399-bb32-87ba9d79da01,6.2620186,49.8696543,1,"6A, Klengreisduerf, 9390 Reisdorf, Luxembourg",096C00275003467,275/3467,154.31
Building2D.ACT_3397756a-fa8e-44ae-a166-bf9e458390a3,6.2206982,49.8728782,0,,013A02729005116,2729/5116,29553.63
Building2D.ACT_33993b06-2d18-4d56-a4c3-4a5ed028d944,6.258344,49.867965,1,"20, Cité Jean Hientgen, 9390 Reisdorf, Luxembourg",096C00209002955,209/2955,503.91
Building2D.ACT_33aa7a13-b1d5-454c-80de-b62aaf4e26cb,6.183684,49.866308,0,,013C00226004236,226/4236,422.05
Building2D.ACT_33e18480-4ba9-4ef8-88e5-353a2769f6d2,6.17601,49.8637163,1,"26, Rue Um Knaeppchen, 9370 Gilsdorf, Luxembourg",013C00003000000,3,55.82
Building2D.ACT_33f55552-00c9-4464-bf7c-26dc41215dcd,6.240132,49.869422,0,,013B01403002258,1403/2258,1533.38
Building2D.ACT_34013cee-2a89-438e-9d5e-1967e5f6c0af,6.1826615,49.8981423,1,"7, Veianerstrooss, 9395 Tandel, Luxembourg",004E00036000982,36/982,1005.22
Building2D.ACT_3419044c-a6d2-4fc6-b43e-0670fcd289bd,6.2153844,49.8761974,1,"4, Rue de l'Eglise, 9355 Bettendorf, Luxembourg",013A00113004133,113/4133,561.85
Building2D.ACT_3443a93f-b7f6-42d0-b4b2-caa365a1dd9b,6.226492,49.880582,0,,013A00892002303,892/2303,3725.22
Building2D.ACT_345aa641-5e0e-49f5-9edb-57cced921293,6.221658,49.874918,2,"1A, Rue du Moulin, 9353 Bettendorf, Luxembourg",013A00380004947,380/4947,523.27
Building2D.ACT_34859bce-1b4d-4c80-9ed3-3c1481e975bf,6.1743057,49.8719929,0,,030A02676008950,2676/8950,1406.62
Building2D.ACT_34980feb-ffb0-4bce-8e32-168b37b85f19,6.1769436,49.8649564,0,,013C00592004583,592/4583,1019.83
Building2D.ACT_349d89cd-a1d3-4955-b73a-e2a7ffa09f42,6.258468,49.865968,0,,096C00840003310,840/3310,2521.09
Building2D.ACT_34ad393d-0378-4f6d-82a2-a4012311cbc4,6.175786,49.863196,0,,013C02185004279,2185/4279,2893.43
Building2D.ACT_34f2d6da-becc-4cf7-be8a-8e0054d6985c,6.2384762,49.867205,1,"22, Rue de la Gare, 9382 Moestroff, Luxembourg",013B00118000952,118/952,73.57
Building2D.ACT_3501380c-4fde-4b49-8aec-7a119bac2c6d,6.2055441,49.8968273,0,,047C00167000184,167/184,85713.94
Building2D.ACT_35091824-ef03-4486-990c-bcfab203d79e,6.2080329,49.8994114,1,"17, Marxbierg, 9459 Longsdorf, Luxembourg",047C00076000200,76/200,391.42
Building2D.ACT_3549f6c7-2137-4d41-bf64-c2481bf896ce,6.1715945,49.86508,1,"75, Route de Gilsdorf, 9234 Diekirch, Luxembourg",030B00102001253,102/1253,535.02
Building2D.ACT_35b7698e-84d5-4473-80b1-5ea9bb0e7bd5,6.2585571,49.86805,1,"18, Cité Jean Hientgen, 9390 Reisdorf, Luxembourg",096C00209002956,209/2956,523.88
Building2D.ACT_35ca0f63-1027-4f23-b12b-678426bce9d4,6.1810443,49.86524,1,"5D, Rue de l'Eau, 9373 Gilsdorf, Luxembourg",013C00138004855,138/4855,380.58
Building2D.ACT_35cbfed2-cb98-4774-b58d-bff5bdfb182c,6.261848,49.869527,1,"4, Klengreisduerf, 9390 Reisdorf, Luxembourg",096C00273003459,273/3459,365.64
Building2D.ACT_35d4b70c-76d1-4305-a1a5-5d7dea52f20c,6.2219114,49.8776986,1,"5, Um Treppchen, 9357 Bettendorf, Luxembourg",013A00492005817,492/5817,353.42
Building2D.ACT_35d988a8-a677-4c4c-91ef-aa278205ee2a,6.240072,49.877802,0,,013B01237001636,1237/1636,6036.43
Building2D.ACT_35f4f887-1685-4043-8405-0196e4c04009,6.25444,49.8644043,0,,096C00180002876,180/2876,1137.61
Building2D.ACT_35fa939a-575b-45d1-beb0-a6e15303b8c1,6.17142,49.8647644,1,"108, Route de Gilsdorf, 9234 Diekirch, Luxembourg",030B00100001112,100/1112,231.12
Building2D.ACT_35fc5f21-759c-4035-bfe4-b8c25ab3015f,6.177344,49.863242,0,,,,
Building2D.ACT_3603157c-eb1e-49eb-9e5f-bc04939f1a97,6.1846242,49.8706047,2,"23, Rue Clairefontaine, 9221 Gilsdorf, Luxembourg",013C02777004756,2777/4756,267.5
Building2D.ACT_3678c2a6-d140-4198-a088-d7616d469989,6.18464,49.86761,0,,013C00417004678,417/4678,630.39
Building2D.ACT_36829f8d-cf72-488c-a7d1-96bf71666ce6,6.1830193,49.8669367,1,"13, Rue des Prés, 9371 Gilsdorf, Luxembourg",013C00454005113,454/5113,356.22
Building2D.ACT_369571d9-e4ed-4e80-97fe-14104c1d2737,6.191812,49.86771,1,"22, Am Steinecker, 9370 Gilsdorf, Luxembourg",013C00805004443,805/4443,727.05
Building2D.ACT_36ae64d2-342b-4b22-a0ea-bcfc69564741,6.2225767,49.8788133,1,"7, Im Donner, 9357 Bettendorf, Luxembourg",013A00481005125,481/5125,910.26
Building2D.ACT_36cc2c7e-f314-46dc-a7f9-e5be6664a2bb,6.2608956,49.8686389,1,"2C, Route de la Sûre, 9390 Reisdorf, Luxembourg",096C00200003368,200/3368,653.05
Building2D.ACT_371d5845-2288-4cde-a317-5685c5539aa6,6.188036,49.874206,0,,004D02142002430,2142/2430,10409.53
Building2D.ACT_378d153c-349e-4b3b-ac5c-db9915225c72,6.24003,49.8628914,1,"31, Rue de l'Eglise, 9382 Moestroff, Luxembourg",013B00088002061,88/2061,799.38
Building2D.ACT_379037e7-8be1-4928-89e2-1451827681e6,6.2173107,49.8716071,1,"4, Route d'Eppeldorf, 9353 Bettendorf, Luxembourg",013A02698005590,2698/5590,451.97
Building2D.ACT_3794eb81-0004-4822-bfdf-9286a096ad90,6.2182322,49.8783456,1,"3, Am Ieselswee, 9356 Bettendorf, Luxembourg",013A00421005103,421/5103,1351.49
Building2D.ACT_37a171d7-53fc-46d2-b7be-d7fb530f2e19,6.1788056,49.865515,1,"17, Rue Principale, 9370 Gilsdorf, Luxembourg",013C00106004307,106/4307,1876.42
Building2D.ACT_37ccbbc6-f6df-4289-ab9c-a59c1ad8df84,6.2580094,49.8681025,1,"21, Cité Jean Hientgen, 9390 Reisdorf, Luxembourg",096C00223003102,223/3102,1210.86
Building2D.ACT_37d07a60-088a-4126-b20b-da20a9b1e540,6.212434,49.876556,1,"2, Am Elick, 9354 Bettendorf, Luxembourg",013A00069004350,69/4350,230.47
Building2D.ACT_37f86462-a54c-4957-afc3-f953975ea5ab,6.2201271,49.87271,0,,013A02729005116,2729/5116,29553.63
Building2D.ACT_37fc75c0-5f5e-4bb4-aea0-df09766b2ee0,6.2394322,49.8700933,1,"17, Route de Diekirch, 9381 Moestroff, Luxembourg",013B01409001930,1409/1930,1078.02
Building2D.ACT_381ba184-f20e-4c6b-8ff5-cef75731525d,6.1857809,49.8663564,0,,013C00927005158,927/5158,1133.79
Building2D.ACT_38270d67-e9aa-4cf4-8f26-a13300eb9ac8,6.2171388,49.8767725,1,"3, Rue du Cimetière, 9356 Bettendorf, Luxembourg",013A00147005047,147/5047,68.2
Building2D.ACT_38272f88-880a-4f23-b4d3-10492ebaed9f,6.176659,49.869093,1,"159, Rue Clairefontaine, 9221 Diekirch, Luxembourg",030A02703009285,2703/9285,232.41
Building2D.ACT_382d77c9-f658-493e-bb3b-d06a9b48ae28,6.1743029,49.8635743,0,,013C02034004522,2034/4522,1143.5
Building2D.ACT_383d1b54-f2e5-43f8-bd94-b68c1fe76c68,6.1882729,49.8734857,0,,004D02152000001,2152/1,15553
Building2D.ACT_38658189-11dd-4afa-b4a6-fe494b52b99b,6.207688,49.875794,1,"8, Rue des Vergers, 9354 Bettendorf, Luxembourg",013A01336005418,1336/5418,742.9
Building2D.ACT_389147df-dea8-42f9-8e4c-e5ac4a16809b,6.2060086,49.8637,0,,013A02855001624,2855/1624,3791.03
Building2D.ACT_38c31dc6-2982-45cd-98b6-dcad401c98f0,6.2193775,49.8773392,1,"26, Cité Pierre Strauss, 9357 Bettendorf, Luxembourg",013A00411004816,411/4816,524.42
Building2D.ACT_38d5efae-8760-4c25-b972-c5125ce56208,6.2159086,49.87124,0,,013A02217004989,2217/4989,27739.41
Building2D.ACT_394eebd4-af65-48fe-900f-de0ec871cc49,6.2623227,49.8704847,0,,096C00244003382,244/3382,8698.4
Building2D.ACT_395fec92-4629-45de-b36e-5c18e4ac459d,6.2232238,49.8797189,2,"4, Rue Enner Owent, 9357 Bettendorf, Luxembourg",013A00908005112,908/5112,745.14
Building2D.ACT_39796c34-145b-4c67-ace4-bc756d73f1c3,6.1800943,49.8648014,0,,013C00120004247,120/4247,581.83
Building2D.ACT_3995b7da-aa9c-4372-bf3b-7bc96143f8dc,6.2184367,49.8697958,1,"18, Route d'Eppeldorf, 9353 Bettendorf, Luxembourg",013A02676005228,2676/5228,517.79
Building2D.ACT_39a90adc-e05e-4d40-8f4a-bad0e7a7a55e,6.1696786,49.8656629,1,"59, Route de Gilsdorf, 9234 Diekirch, Luxembourg",030B00186001542,186/1542,37900.24
Building2D.ACT_39c0220f-84cb-483f-88ba-c64f0ccee318,6.2174029,49.8709029,0,,013A02698005475,2698/5475,617.22
Building2D.ACT_39d5a096-bf27-481a-8609-87fbb026d2fc,6.188242,49.873992,0,,004D02142002430,2142/2430,10409.53
Building2D.ACT_39da86fd-ea08-4b3a-94dc-31de27c7882b,6.2569267,49.8814975,1,"2, Maison, 9456 Hoesdorf, Luxembourg",096A00139001299,139/1299,276.24
Building2D.ACT_39e88aba-00b6-47f1-b26a-e8a6dccd107c,6.2560945,49.8832191,1,"21A, Maison, 9456 Hoesdorf, Luxembourg",096A00023001805,23/1805,837.83
Building2D.ACT_3a43df93-f089-48b7-9737-83f5669be626,6.2389814,49.8653286,1,"5, Rue de l'Eglise, 9382 Moestroff, Luxembourg",013B00086002138,86/2138,939.36
Building2D.ACT_3a9132c9-0213-44e6-9341-17449915e756,6.223812,49.880332,1,"6, Rue Enner Owent, 9357 Bettendorf, Luxembourg",013A00903005719,903/5719,3503.94
Building2D.ACT_3af796b9-de50-416a-8e26-159789ce1fb8,6.2387,49.864644,1,"22, Rue de l'Eglise, 9382 Moestroff, Luxembourg",013B00236002093,236/2093,681.83
Building2D.ACT_3b11ed7c-6693-447b-a8d9-5d68ed5dc5bd,6.2555073,49.8834727,1,"25A, Maison, 9456 Hoesdorf, Luxembourg",096A00117001818,117/1818,395.33
Building2D.ACT_3b1d42e5-895d-473e-bfea-1f5ccf30661b,6.1812327,49.8662667,0,,013C00506004424,506/4424,975.5
Building2D.ACT_3b613f1e-928e-447f-aa6d-f0b9a9e936d4,6.2390129,49.8735286,1,"18, Rue des Vergers, 9381 Moestroff, Luxembourg",013B01350002128,1350/2128,1879.76
Building2D.ACT_3b76706e-881e-4377-a62d-6709863cd53f,6.1784656,49.8630222,1,"13, Op der Bell, 9373 Gilsdorf, Luxembourg",013C01032004809,1032/4809,353.77
Building2D.ACT_3b7d4a7c-492f-4a06-ba34-af4b14b97e93,6.183736,49.866699,1,"62, Rue Principale, 9370 Gilsdorf, Luxembourg",013C00251000999,251/999,128.02
Building2D.ACT_3b9565e3-ed0d-42b9-89b5-c4d6d40aeb4f,6.2427482,49.8631664,1,"12, Route de Diekirch, 9381 Moestroff, Luxembourg",013B01522002134,1522/2134,312.34
Building2D.ACT_3bda0a11-5d53-4227-99f5-d18d8dfcb6b3,6.1736192,49.8867025,1,"1, Haaptstrooss, 9350 Bastendorf, Luxembourg",004D01261004251,1261/4251,1413.19
Building2D.ACT_3c0aa720-7a2e-4514-bb13-bc296c75c034,6.2178129,49.8703629,1,"12C, Route d'Eppeldorf, 9353 Bettendorf, Luxembourg",013A02678005503,2678/5503,200.08
Building2D.ACT_3c13d7d5-8429-4bbc-941d-ba1e027bddcc,6.2125214,49.8740314,1,"15, Fraeschegaass, 9353 Bettendorf, Luxembourg",013A00274005156,274/5156,578.35
Building2D.ACT_3c1f43a3-47f9-41fb-bedd-ec5a030c45a8,6.2596411,49.8689133,1,"7, Cité Jean Hientgen, 9390 Reisdorf, Luxembourg",096C00207003110,207/3110,825.86
Building2D.ACT_3c56ccc7-b812-43ce-a2db-829d1c6520f8,6.1823387,49.8655812,1,"1, Route de Broderbour, 9373 Gilsdorf, Luxembourg",013C00194004217,194/4217,257.09
Building2D.ACT_3c7719cd-8ad1-4a58-9055-09e98c87209c,6.173969,49.868697,1,"128, Rue Clairefontaine, 9221 Diekirch, Luxembourg",030A02756007490,2756/7490,688.14
Building2D.ACT_3cd990d2-dfb2-47ec-8b68-474d7c092ba7,6.2400873,49.8696927,1,"21, Route de Diekirch, 9381 Moestroff, Luxembourg",013B01403002269,1403/2269,261.75
