numero_dpe,date_etablissement_dpe,id_rnb,identifiant_ban,adresse_ban,code_postal_ban,nom_commune_ban,code_departement_ban,type_batiment,periode_construction,annee_construction,surface_habitable_logement,etiquette_dpe,etiquette_ges,conso_5_usages_par_m2_ep,rnb_status,rnb_lon,rnb_lat,rnb_insee_code,rnb_n_addresses,rnb_match,bdnb_batiment_groupe_id,bdnb_hauteur,bdnb_s_geom_cstr,bdnb_altitude_sol,bdnb_annee_construction,bdnb_mat_mur,bdnb_mat_toit,bdnb_nb_niveau,bdnb_nb_log,bdnb_usage,bdnb_alea_argiles
2633E1510648I,2026-06-05,R4YKDKCDZ268,33522_2450_00085,85 Rue Roustaing 33400 Talence,33400,Talence,33,appartement,1989-2000,,26.1,C,A,138,constructed,-0.591350628237374,44.81771399078927,33522,1,id_rnb,bdnb-bg-G19R-PZAX-5XPS,9.5,320,21.3,1995,INDETERMINE,INDETERMINE,3,20,Résidentiel collectif,Fort
2633E1514948S,2026-06-05,KETVKHWMEB4P,33268_0131_00013,13 Route du Port d'Issan 33460 Margaux-Cantenac,33460,Margaux-Cantenac,33,maison,avant 1948,,151.7,E,E,291,constructed,-0.663739985458079,45.03652157523153,33268,2,id_rnb,bdnb-bg-NL7X-T61S-H3NV,7.3,109,13.0,,INDETERMINE,INDETERMINE,1,0,Dépendance,Fort
2633E1519647L,2026-06-05,P4AM749E44AG,33126_8933if_01750,1750 Route de Cantemerle 33920 Civrac-de-Blaye,33920,Civrac-de-Blaye,33,maison,avant 1948,1880,83.1,C,B,158.9,constructed,-0.452608820816316,45.09699638854728,33126,1,id_rnb,bdnb-bg-2KGN-WS9M-6ES2,3.8,202,25.3,1800,PIERRE,TUILES,2,1,Résidentiel individuel,Fort
2633E1515292Y,2026-06-05,385E5AN7KR43,33063_6005_00088,88 Boulevard Maréchal Leclerc 33000 Bordeaux,33000,Bordeaux,33,appartement,1989-2000,1996,53.2,C,A,138.4,constructed,-0.596006162396374,44.83016879951862,33063,2,id_rnb,bdnb-bg-CRYC-KMED-ZVEV,17.3,3074,10.3,1991,BETON,TUILES,9,277,Résidentiel collectif,Fort
2633E1514166Q,2026-06-05,61NGBH281PPG,33243_0685_00001_bis,1bis Impasse Helene Boucher 33500 Libourne,33500,Libourne,33,appartement,avant 1948,,60.5,C,A,151,constructed,-0.229425623868648,44.90401990084467,33243,2,id_rnb,bdnb-bg-VN3X-ZSAR-GCKY,4.8,84,11.2,1926,MEULIERE,TUILES,2,1,Tertiaire & Autres,Moyen
2633E1511938Y,2026-06-05,8QAQAZV9979P,33063_7040_00021,21 Rue Paul Louis Lande 33000 Bordeaux,33000,Bordeaux,33,appartement,2013-2021,2013,53.1,C,A,111,constructed,-0.576210065102313,44.83436672224881,33063,1,id_rnb,bdnb-bg-PQ4Q-AWP5-5R19,12.7,71,12.0,2016,INDETERMINE,INDETERMINE,5,43,Résidentiel collectif,Fort
2633E1512354Y,2026-06-05,76VPYTZ1GSB4,33318_2780_00010,10 Avenue du Pontet 33600 Pessac,33600,Pessac,33,appartement,1948-1974,1970,14.6,D,D,335,constructed,-0.640587971045234,44.79064490804446,33318,1,id_rnb,bdnb-bg-EEYQ-U9KG-PNP7,14.3,1988,41.9,1970,BETON,BETON,9,300,Résidentiel collectif,Fort
2633E1511080Y,2026-06-05,Z5YZZCBV9G28,33122_2170_00033_bis,33bis Avenue de Verdun 33610 Cestas,33610,Cestas,33,maison,1978-1982,,175.7,A,A,63,constructed,-0.692701027462261,44.778719603929545,,0,id_rnb,bdnb-bg-X5JS-1CHF-EC7L,3.2,154,53.8,2019,BRIQUES,TUILES,1,1,Résidentiel individuel,Moyen
2633E1517272C,2026-06-05,EHTTCT9X4VWN,33154_lz49l6_00729,729 Route des Grands Horruts 33230 Les Églisottes-et-Chalaures,33230,Les Églisottes-et-Chalaures,33,maison,1948-1974,1965,165.5,E,B,280,constructed,-0.049936983930514,45.091796626764655,33154,3,id_rnb,bdnb-bg-7Z7N-SG6G-SMUB,6.1,198,24.0,1968,MEULIERE - PIERRE,TUILES,1,1,Résidentiel individuel,Moyen
2633E1514225X,2026-06-05,BSCT97W3NWKJ,33013_0070_00009,9 Avenue du Duc d'Epernon 33370 Artigues-près-Bordeaux,33370,Artigues-près-Bordeaux,33,maison,1978-1982,,108.1,E,B,255,constructed,-0.495376040864327,44.875188379739114,33013,1,id_rnb,bdnb-bg-KKQW-5N3N-3VBC,4.3,197,60.8,1982,BRIQUES,TUILES,2,1,Résidentiel individuel,Moyen
2633E1511632E,2026-06-05,VQ68P56AC8CT,33005_0218_00056_bis,56bis Avenue des Colonies 33510 Andernos-les-Bains,33510,Andernos-les-Bains,33,maison,2006-2012,2006,153.5,C,B,162,constructed,-1.081985875588965,44.74501422295145,33005,1,id_rnb,bdnb-bg-5VXC-S16K-A6H3,3.6,199,10.2,2006,BRIQUES,TUILES,1,1,Résidentiel individuel,
2633E1518745T,2026-06-05,FXJMDV5P75SE,33393_0231_00010,10 Route du Pas du Loup 33910 Saint-Denis-de-Pile,33910,Saint-Denis-de-Pile,33,maison,1983-1988,,124,D,B,193,constructed,-0.170281603573701,44.9924593588102,33393,1,id_rnb,bdnb-bg-ZDCJ-58MD-QCUX,4.6,121,21.6,1980,BRIQUES,TUILES,1,1,Résidentiel individuel,Moyen
2633E1518324O,2026-06-05,PWDNQJP2BY27,33063_4545_00241,241 Rue du Jardin Public 33300 Bordeaux,33300,Bordeaux,33,maison,1989-2000,,84,C,C,126,constructed,-0.57134820909023,44.859339452109715,33063,3,id_rnb,bdnb-bg-G18Z-SDKD-5T6H,4.5,227,3.7,1999,BRIQUES,TUILES,2,7,Résidentiel individuel,Moyen
2633E1515557D,2026-06-05,Q39CQ7ZCDWGM,33318_2330_00002,2 Avenue Montaigne 33600 Pessac,33600,Pessac,33,appartement,avant 1948,1926,25,E,E,307.1,constructed,-0.631714062503632,44.801279531428115,33318,1,id_rnb,bdnb-bg-NXFU-DTHR-NL8M,4.2,129,31.1,1926,BRIQUES,TUILES,1,1,Résidentiel individuel,Fort
2633E1511402I,2026-06-05,9ZRE6JJ8YKH4,33138_4rxac1_00006,6 Lieu Dit la Bodetterie 33230 Coutras,33230,Coutras,33,maison,1978-1982,,127.8,C,C,120,constructed,-0.118768258066939,45.051653052095865,33138,1,id_rnb,bdnb-bg-3F9N-6SF4-2ME2,3.2,119,17.2,1979,BRIQUES,TUILES,1,1,Résidentiel individuel,Moyen
2633E1511159Z,2026-06-05,JJ26FR4Q5P3Y,33063_1986_00003,3 Allée des Charrettes 33800 Bordeaux,33800,Bordeaux,33,appartement,2013-2021,,48,B,A,93,constructed,-0.545033739142858,44.82257274296266,,0,id_rnb,bdnb-bg-MNBW-KZST-SCEQ,5,767,,2020,INDETERMINE,INDETERMINE,10,183,Résidentiel collectif,Moyen
2633E1514477P,2026-06-05,CEPMCYPRBQ8M,33096_0454_00021,21 Rue Jack London 33560 Carbon-Blanc,33560,Carbon-Blanc,33,maison,1948-1974,,124.9,C,A,136,constructed,-0.501525604686323,44.90351318745759,33096,1,id_rnb,bdnb-bg-HRYY-6GHW-KVVF,3.4,152,24.0,1972,AUTRES,TUILES,1,1,Résidentiel individuel,Fort
2633E1513315X,2026-06-05,W7V4KFHSYQCV,33254_zgwcd6_00327,327 Route de la Picharde 33190 Loupiac-de-la-Réole,33190,Loupiac-de-la-Réole,33,maison,avant 1948,,205,B,A,77,constructed,-0.044609803992377,44.544505602457775,33254,2,id_rnb,bdnb-bg-TQSM-HQ58-BQC4,7.1,158,54.6,2005,PIERRE,TUILES,2,1,Résidentiel individuel,Moyen
2633E1517072K,2026-06-05,FWYX641E63NB,33192_9300_00008,8 Allée des Salamandres 33170 Gradignan,33170,Gradignan,33,maison,2006-2012,2008,171.3,C,A,124,constructed,-0.640650104897467,44.766048952745095,33192,1,id_rnb,bdnb-bg-X2GH-THTF-BH5R,2.9,303,37.7,2011,BOIS,TUILES,1,1,Résidentiel individuel,Fort
2633E1534005R,2026-06-08,8E6GVZWPJF8N,33063_8690_00018,18 Rue du Soleil 33000 Bordeaux,33000,Bordeaux,33,appartement,avant 1948,,19.9,D,B,285,constructed,-0.568244939651321,44.836232243457445,33063,1,adresse_ban,bdnb-bg-EG15-UMK3-KPP2,13.9,57,10.4,1800,PIERRE,TUILES,5,9,Résidentiel collectif,Moyen
2633E1537977L,2026-06-08,8MAQX5BB5Y5N,33063_4415_00007,7 Rue Hippolyte Minier 33800 Bordeaux,33800,Bordeaux,33,maison,avant 1948,1900,69,C,C,128.3,constructed,-0.568273211448217,44.824364836812954,33063,1,adresse_ban,bdnb-bg-SB69-3TPR-RR5X,5.0,85,11.8,1880,BRIQUES - PIERRE,TUILES - ZINC ALUMINIUM,1,1,Résidentiel individuel,Moyen
2633E1536160O,2026-06-08,DSGKQHK1A43C,33450_0015_01584,1584 Route de Bazas 33840 Saint-Michel-de-Castelnau,33840,Saint-Michel-de-Castelnau,33,maison,avant 1948,,150,E,E,282,constructed,-0.127716406917295,44.28889093793023,33450,2,adresse_ban,bdnb-bg-PQJF-YLZF-GRP1,4.5,451,96.6,1880,MEULIERE,TUILES,1,1,Résidentiel individuel,Moyen
2633E1530093F,2026-06-08,QE1C584KRDW5,33063_5220_00061,61 Rue de Laseppe 33000 Bordeaux,33000,Bordeaux,33,appartement,1978-1982,,22.9,C,A,166,constructed,-0.584509840271928,44.85336912102977,33063,1,adresse_ban,bdnb-bg-9NQU-7PFZ-ENVZ,10.1,130,4.0,1800,PIERRE,TUILES,4,12,Résidentiel collectif,Fort
2633E1527314I,2026-06-08,76RFGD3A8S5V,33281_2191_00007,7 Rue des Olympiades 33700 Mérignac,33700,Mérignac,33,appartement,1975-1977,,43.8,C,A,154,constructed,-0.649363696865049,44.84871495927321,33281,1,adresse_ban,bdnb-bg-HK9D-FEUP-R3VA,29.2,552,43.0,1979,BETON,BETON,11,63,Résidentiel collectif,Fort
2633E1532071H,2026-06-08,CKCHX2N5VW8G,33039_1200_00009,9 Rue Jules Verne 33130 Bègles,33130,Bègles,33,maison,avant 1948,,90,D,B,220,constructed,-0.572775587177376,44.81057372065902,33039,1,adresse_ban,bdnb-bg-CRS3-86WJ-V5FV,4.7,73,9.2,1924,BETON - PIERRE,TUILES - ZINC ALUMINIUM,2,1,Résidentiel individuel,Moyen
2633E1535101V,2026-06-08,P15Y8B7S9T6S,33063_3985_00030,30 Cours Georges Clémenceau 33000 Bordeaux,33000,Bordeaux,33,appartement,avant 1948,,60.9,D,B,210,constructed,-0.579072802764039,44.84283287856336,33063,1,adresse_ban,bdnb-bg-XMKM-RW4D-9XW2,17.7,88,15.2,1900,PIERRE,TUILES,5,2,Tertiaire & Autres,Moyen
2633E1536559X,2026-06-08,PXM79TF66CSH,33065_0116_00015,15 Chemin de Brousse 33270 Bouliac,33270,Bouliac,33,maison,1989-2000,1998,161,C,B,160,constructed,-0.485818811295843,44.82048332351988,33065,1,adresse_ban,bdnb-bg-ZLFZ-CRXV-6JW3,4.5,146,74.3,1998,BRIQUES,TUILES,2,1,Résidentiel individuel,Moyen
2633E1528776O,2026-06-08,JVYZE37JW471,33249_0160_00020,20 Passage Carriet 33310 Lormont,33310,Lormont,33,maison,avant 1948,,109.8,C,A,130,constructed,-0.529037090622545,44.88465730881566,33249,1,adresse_ban,bdnb-bg-Z8A2-QUX8-3BTM,4.7,96,6.3,1922,AGGLOMERE - BOIS,TUILES,1,1,Résidentiel individuel,Fort
2633E1532347X,2026-06-08,73RMFPB5W33E,33522_2580_00003_quater,3quater Rue de la Verite 33400 Talence,33400,Talence,33,maison,1983-1988,,62,D,B,188,constructed,-0.574007043599746,44.80482883118069,33522,1,adresse_ban,bdnb-bg-QYPA-D8UU-R7WL,1.9,53,15.3,1982,BRIQUES,TUILES,1,1,Résidentiel individuel,Moyen
2633E1532557Z,2026-06-08,9P4FZ526S1SV,33522_1150_00023,23 Cours Gambetta 33400 Talence,33400,Talence,33,appartement,avant 1948,1945,46,D,B,237,constructed,-0.583609930584818,44.820544710399744,33522,1,adresse_ban,bdnb-bg-79N3-8QF5-UP91,7.5,85,18.0,1900,INDETERMINE,INDETERMINE,3,4,Tertiaire & Autres,Moyen
2633E1536391L,2026-06-08,3Q92GKH2Q1A2,33318_1831_00006,6 Allée Jean Ribéreau-Gayon 33600 Pessac,33600,Pessac,33,maison,2013-2021,2016,80.9,C,C,69,constructed,-0.694558155672234,44.7813236964749,33318,2,adresse_ban,bdnb-bg-CCZU-RGPZ-BCCC,1.8,33,53.6,2016,PIERRE,ARDOISES,1,4,Résidentiel collectif,Moyen
2633E1528548U,2026-06-08,CRM3TG5R4SYX,33075_0295_00052,52 Avenue Perier 33520 Bruges,33520,Bruges,33,appartement,2006-2012,,66.3,C,C,72,constructed,-0.58098714680787,44.87520123501386,33075,1,adresse_ban,bdnb-bg-KXK7-KE8T-XH6E,12.8,669,2.6,2012,INDETERMINE,INDETERMINE,5,62,Résidentiel collectif,Moyen
2633E1535862C,2026-06-08,FQXK5291WBZS,33063_7070_00030,30 Rue Paulin 33000 Bordeaux,33000,Bordeaux,33,appartement,1948-1974,,69.4,C,B,164,constructed,-0.587529721075419,44.84710361652314,33063,1,adresse_ban,bdnb-bg-687G-RK31-6XJT,11.2,308,11.7,1969,INDETERMINE,INDETERMINE,5,9,Résidentiel collectif,Moyen
2633E1538525N,2026-06-08,G6T8CBJE9DMX,33284_0177_00062_a,62a Avenue de Verdun 33380 Mios,33380,Mios,33,maison,2006-2012,,88.7,C,A,128,constructed,-0.850251114062964,44.66002171681653,33284,1,adresse_ban,bdnb-bg-2C6A-EPXR-AE4K,4.5,122,47.9,2010,BRIQUES,TUILES,1,1,Résidentiel individuel,
2633E1533675Z,2026-06-08,XFCVQDKRBYDJ,33318_2610_00010,10 Rue de Peybouquey 33600 Pessac,33600,Pessac,33,maison,1948-1974,,89.1,D,D,177,constructed,-0.607871450938868,44.80994293978297,33318,1,adresse_ban,bdnb-bg-2RU3-UEYG-GBAX,5.6,49,24.0,1956,BRIQUES - AUTRES,TUILES,2,1,Résidentiel individuel,Fort
2633E1529800Y,2026-06-08,2F7PQ4DDQ56Q,33318_0575_00012,12 Rue des Bouvreuils 33600 Pessac,33600,Pessac,33,maison,2006-2012,,122.8,A,A,39,constructed,-0.701283849775034,44.789658754715944,33318,1,adresse_ban,bdnb-bg-VE22-DJTG-W219,4.8,192,51.0,2009,AGGLOMERE - BRIQUES,TUILES,1,1,Résidentiel individuel,Moyen
2633E1538124C,2026-06-08,HJQR7HDYJ96Q,33240_0540_00021,21 Rue Eugène Coiffard 33340 Lesparre-Médoc,33340,Lesparre-Médoc,33,maison,1989-2000,,77.9,D,B,247,constructed,-0.924126434919875,45.3010141103319,33240,1,adresse_ban,bdnb-bg-GKM3-ZUAY-RTDV,2.8,114,16.9,2000,BOIS - MEULIERE,TUILES,1,1,Résidentiel individuel,Moyen
2633E1528612G,2026-06-08,XKR8HFRMPG5B,33063_cn7ljv_00210,210 Rue de l'Ecole Normale 33200 Bordeaux,33200,Bordeaux,33,appartement,1948-1974,1959,25.8,E,E,303,constructed,-0.612705559079946,44.84873782664417,33063,8,adresse_ban,bdnb-bg-URA1-XJTS-HT6U,15.7,679,17.3,1972,BETON,BETON,10,66,Résidentiel collectif,Fort
2633E1527227Z,2026-06-08,7DBMEERR7VAQ,33522_2500_00130_bis,130bis Rue de Suzon 33400 Talence,33400,Talence,33,appartement,2006-2012,2010,32.3,C,B,188,constructed,-0.582362046531465,44.81057761164102,33522,1,adresse_ban,bdnb-bg-64UT-R68H-FM5Z,5.7,75,17.5,2010,INDETERMINE,INDETERMINE,1,2,Résidentiel collectif,Moyen
2633E1531630I,2026-06-08,QJ13EZN3K74A,33063_8920_00220,220 Avenue Thiers 33100 Bordeaux,33100,Bordeaux,33,appartement,2006-2012,2010,61.2,C,A,151,constructed,-0.548458886552433,44.847670725211465,33063,2,adresse_ban,bdnb-bg-ER6S-GTYP-FNP6,14.9,759,4.2,2010,INDETERMINE,INDETERMINE,5,136,Résidentiel collectif,Moyen
2633E1538838O,2026-06-08,2X6B5RH84KSE,33274_1060_00022,22 Route de la Salle 33650 Martillac,33650,Martillac,33,maison,1978-1982,1978,140.3,D,D,150,constructed,-0.554527136889236,44.724816428857245,33274,1,adresse_ban,bdnb-bg-B7VL-28EV-C59Y,3.3,111,42.7,,,,,,,Moyen
2633E1538890O,2026-06-08,GFYGWXXYPDD7,33498_0160_00023,23 Chemin du Moulin des Vaches 33770 Salles,33770,Salles,33,maison,1989-2000,,168.6,C,C,127,constructed,-0.899584061988375,44.52940814199915,33498,2,adresse_ban,bdnb-bg-L38U-CDKC-2HES,5.6,326,25.9,1996,BOIS,TUILES,1,1,Résidentiel individuel,
2633E1531667T,2026-06-08,P3SEJAE86V71,33063_4810_00251,251 Rue Judaïque 33000 Bordeaux,33000,Bordeaux,33,appartement,2006-2012,2011,49.1,C,C,94,constructed,-0.597999912539914,44.84063813574015,33063,2,adresse_ban,bdnb-bg-XUV4-J7BT-5499,5.0,212,14.1,2012,BETON,INDETERMINE,4,21,Résidentiel collectif,Fort
2633E1534201F,2026-06-08,9P4FZ526S1SV,33522_1150_00023,23 Cours Gambetta 33400 Talence,33400,Talence,33,appartement,avant 1948,1945,35,E,B,265,constructed,-0.583609930584818,44.820544710399744,33522,1,adresse_ban,bdnb-bg-79N3-8QF5-UP91,7.5,85,18.0,1900,INDETERMINE,INDETERMINE,3,4,Tertiaire & Autres,Moyen
2633E1533698W,2026-06-08,9R8K4QFC9MJK,33051_0251_00026,26 Rue du Prieuré de Comprian 33380 Biganos,33380,Biganos,33,maison,1948-1974,,116,C,A,152,constructed,-0.988571639440383,44.65301944348842,33051,1,adresse_ban,bdnb-bg-2BY9-LLRV-FMZK,3.8,108,8.6,1988,BRIQUES,TUILES,2,1,Résidentiel individuel,Moyen
2633E1535063J,2026-06-08,DB42TSPA398D,33032_0536_00011,11 Rue du Moura 33530 Bassens,33530,Bassens,33,appartement,2013-2021,2021,65,C,C,86,constructed,-0.512821994475541,44.9147197595412,33032,1,adresse_ban,bdnb-bg-WZ4J-6KPN-AGUC,2.6,122,18.4,,,,,,,Fort
2633E1534991P,2026-06-08,Z556Z28E5G7Q,33177_0064_00007_bis,7bis Rue de la Tour 33340 Gaillan-en-Médoc,33340,Gaillan-en-Médoc,33,maison,2013-2021,,137,A,A,47,constructed,-0.954483621872306,45.31288686173709,33177,1,adresse_ban,bdnb-bg-LAR2-B4TH-6N1Y,3.5,168,8.3,2016,BRIQUES,TUILES,1,1,Résidentiel individuel,Moyen
2633E1532698K,2026-06-08,W4VQA93D37EG,33005_0650_00013,13 Avenue du Phare 33510 Andernos-les-Bains,33510,Andernos-les-Bains,33,maison,avant 1948,,66.9,B,A,92,constructed,-1.085234165205903,44.7295665329225,33005,2,adresse_ban,bdnb-bg-Z63P-S1BE-MRVN,3.5,74,2.8,1932,BRIQUES,TUILES,1,1,Résidentiel individuel,
2633E1527772Y,2026-06-08,QH364HJPJGXY,33063_wvppj9_00014,14 Rue de l'Eglise 33200 Bordeaux,33200,Bordeaux,33,appartement,1989-2000,1989,47.7,C,A,148,constructed,-0.613927167356717,44.850876930145866,33063,2,adresse_ban,bdnb-bg-Y23S-SV1M-7PYM,14.2,975,20.8,1989,BETON - BRIQUES,TUILES,5,40,Résidentiel collectif,Moyen
2633E1533269J,2026-06-08,RHAJWPFF65AB,33075_0035_00025,25 Rue Ausone 33520 Bruges,33520,Bruges,33,immeuble,2006-2012,2010,,C,A,140,constructed,-0.596317254101517,44.87664464983365,33075,1,adresse_ban,bdnb-bg-D7PC-A31F-BYX9,11.4,1692,12.7,2010,INDETERMINE,INDETERMINE,4,176,Résidentiel collectif,Moyen
2633E1536915P,2026-06-08,Y5CQVQ9EK9DB,33281_1865_00006,6 Rue Marcel Pagnol 33700 Mérignac,33700,Mérignac,33,maison,1948-1974,,75,D,D,214,constructed,-0.698034190842192,44.815283892036135,33281,1,adresse_ban,bdnb-bg-KDYU-5VAK-PMZR,3.1,94,49.2,1973,BRIQUES,TUILES,1,1,Résidentiel individuel,Moyen
2633E1536699H,2026-06-08,XH32GXW8SSNH,33063_4900_00025,25 Rue Kléber 33800 Bordeaux,33800,Bordeaux,33,appartement,avant 1948,,67,C,A,138,constructed,-0.607122056146051,44.847329398585686,33063,2,adresse_ban,bdnb-bg-UREE-K42K-114Y,7.2,63,15.8,2002,BRIQUES,TUILES,1,1,Résidentiel individuel,Fort
2633E1525832I,2026-06-08,8EST1R9BKSP4,33119_0490_00005,5 Rue François Coppee 33150 Cenon,33150,Cenon,33,maison,1989-2000,,74.6,D,D,214,constructed,-0.507073631530704,44.864815354442314,33119,1,adresse_ban,bdnb-bg-F9J9-ZTAH-A4EM,2.8,126,50.2,1954,AGGLOMERE,TUILES,1,1,Résidentiel individuel,Moyen
2633E1532268W,2026-06-08,EHZMCQZ2YX9W,33063_2110_00008,8 Impasse Clémenceau 33000 Bordeaux,33000,Bordeaux,33,appartement,avant 1948,,30.8,E,C,307,constructed,-0.574958959510283,44.85111741817916,33063,1,adresse_ban,bdnb-bg-9RGE-K35Z-2NPG,10.5,140,5.0,1930,PIERRE,TUILES,4,5,Résidentiel collectif,Moyen
2633E1527779F,2026-06-08,5QGFPZB8DD72,33063_8ajxqk_00068,68 Rue Pasteur 33200 Bordeaux,33200,Bordeaux,33,appartement,1983-1988,,26.4,D,B,254,constructed,-0.604261930654468,44.8443602421804,33063,4,adresse_ban,bdnb-bg-QU2E-MHUJ-TRU1,14.9,309,13.4,1967,BETON,BETON,5,15,Résidentiel collectif,Fort
2633E1533597Z,2026-06-08,9P4FZ526S1SV,33522_1150_00023,23 Cours Gambetta 33400 Talence,33400,Talence,33,appartement,avant 1948,1945,41,D,B,244,constructed,-0.583609930584818,44.820544710399744,33522,1,adresse_ban,bdnb-bg-79N3-8QF5-UP91,7.5,85,18.0,1900,INDETERMINE,INDETERMINE,3,4,Tertiaire & Autres,Moyen
2633E1538293P,2026-06-08,NNDWSVEQS7KH,33211_0011_00005,5 chemin du Bouscarru 33460 Labarde,33460,Labarde,33,maison,avant 1948,,65.6,E,E,236,constructed,-0.63599173460889,45.02259194860626,33211,1,adresse_ban,bdnb-bg-HA86-UYZ1-A3C4,4.1,93,6.4,1800,BETON - PIERRE,TUILES,1,1,Résidentiel individuel,Fort
2633E1531558O,2026-06-08,DP4R3GJ67ASJ,33063_4070_00040,40 Boulevard Godard 33300 Bordeaux,33300,Bordeaux,33,appartement,2001-2005,2001,51.6,C,A,127,constructed,-0.587215311051676,44.859376874122574,33063,1,adresse_ban,bdnb-bg-YKMS-ZW39-D7T9,13.5,621,5.0,2001,INDETERMINE,INDETERMINE,5,110,Résidentiel collectif,Fort
2633E1532269X,2026-06-08,FNXQFZHNPNXC,33389_0045_00007,7 Rue René Bourda 33820 Saint-Ciers-sur-Gironde,33820,Saint-Ciers-sur-Gironde,33,maison,avant 1948,1900,94.3,E,B,271.3,constructed,-0.606994235845395,45.289761946120336,33389,1,adresse_ban,bdnb-bg-KLGS-Z28J-PLQC,4.0,52,32.3,1900,PIERRE,TUILES,1,1,Résidentiel individuel,Moyen
2633E1535992C,2026-06-08,QN9DC15NMQRA,33063_8400_00012,12 Rue Sainte Colombe 33000 Bordeaux,33000,Bordeaux,33,appartement,avant 1948,,13.1,C,A,184,constructed,-0.570178921274047,44.8372415668316,33063,1,adresse_ban,bdnb-bg-STCQ-9EFK-AWT8,12.4,237,8.0,1790,PIERRE,TUILES,5,7,Résidentiel collectif,Moyen
2633E1527723B,2026-06-08,5QGFPZB8DD72,33063_8ajxqk_00068,68 Rue Pasteur 33200 Bordeaux,33200,Bordeaux,33,appartement,1983-1988,,26.4,D,B,254,constructed,-0.604261930654468,44.8443602421804,33063,4,adresse_ban,bdnb-bg-QU2E-MHUJ-TRU1,14.9,309,13.4,1967,BETON,BETON,5,15,Résidentiel collectif,Fort
2633E1531138K,2026-06-08,BE74VJ7Q28YN,33522_2500_00251,251 Rue de Suzon 33400 Talence,33400,Talence,33,appartement,1989-2000,1997,18.5,C,A,174,constructed,-0.576267033800486,44.81297596892064,33522,1,adresse_ban,bdnb-bg-A4R2-JSQF-2FG4,2.3,120,18.0,1996,BRIQUES,TUILES,3,58,Résidentiel collectif,Moyen
2633E1530381H,2026-06-08,V14435PES4F6,33075_0388_00110_bis,110bis Rue de la Tour de Gassies 33520 Bruges,33520,Bruges,33,maison,2013-2021,2017,114,A,A,51,constructed,-0.627060947214968,44.88268202845754,33075,1,adresse_ban,bdnb-bg-GLNK-979J-AVG5,7.0,100,27.1,2017,BRIQUES,TUILES,1,1,Résidentiel individuel,Fort
2633E1537993B,2026-06-08,NT2QXQZKZVZM,33063_7505_00009,9 Rue Pourmann 33300 Bordeaux,33300,Bordeaux,33,appartement,2006-2012,2010,92.7,D,C,181.1,constructed,-0.549702932832805,44.868073240468306,33063,1,adresse_ban,bdnb-bg-271N-SWGN-F8GC,13.6,146,3.8,,,,,,,Moyen
2633E1536905F,2026-06-08,7QDWZXA125J1,33063_4810_00013,13 Rue Judaïque 33000 Bordeaux,33000,Bordeaux,33,appartement,2006-2012,2006,56,C,C,110.4,constructed,-0.581859771814193,44.84172062411467,33063,2,adresse_ban,bdnb-bg-WK1Y-YJVJ-36EY,17.5,97,15.2,1870,PIERRE,TUILES,5,119,Résidentiel collectif,Fort
2633E1534961L,2026-06-08,3QK3EHZ2MZTX,33522_1560_00068,68 Rue Lamartine 33400 Talence,33400,Talence,33,appartement,1989-2000,,43.5,D,B,237,constructed,-0.585931211968082,44.811727427038484,33522,1,adresse_ban,bdnb-bg-2XQ9-8XT7-LLB2,7.3,306,20.4,1998,INDETERMINE,INDETERMINE,3,30,Résidentiel collectif,Moyen
2633E1535020S,2026-06-08,2W1C1ACY7RA1,33448_1235_00059,59 avenue de l'Esteyrolle 33650 Saint-Médard-d'Eyrans,33650,Saint-Médard-d'Eyrans,33,appartement,1948-1974,,25,D,B,269,constructed,-0.505722013880837,44.71753014551269,33448,1,adresse_ban,bdnb-bg-5SEC-WU69-7DPC,4.4,409,8.8,1935,BRIQUES,TUILES,1,5,Tertiaire & Autres,Fort
2633E1537675V,2026-06-08,JPPWPGDW7QKW,33063_2840_00126,126 Rue Dubourdieu 33800 Bordeaux,33800,Bordeaux,33,appartement,1989-2000,,18.5,C,A,180,constructed,-0.57596463844267,44.82300880442293,33063,1,adresse_ban,bdnb-bg-3VG8-W24W-QPKU,4.1,27,14.1,1993,PIERRE,TUILES,5,99,Résidentiel collectif,Moyen
2633E1537116I,2026-06-08,84RC19ZEV63M,33063_6995_00013,13 Rue Paul Antin 33800 Bordeaux,33800,Bordeaux,33,appartement,avant 1948,,33.4,F,C,345,constructed,-0.57088637750997,44.81877452865533,33063,1,adresse_ban,bdnb-bg-GRXC-E3EK-8AT7,5.9,91,14.5,1900,BRIQUES - PIERRE,TUILES,2,4,Résidentiel collectif,Moyen
2633E1536260K,2026-06-08,EA5QSKTAQFWB,33022_0165_00031,31 Chemin de la Gare 33480 Avensan,33480,Avensan,33,maison,1948-1974,,66,G,F,508,constructed,-0.748816708940672,45.04043645604249,33022,2,adresse_ban,bdnb-bg-SVH8-KELR-N1N3,2.6,137,18.8,1972,BRIQUES,TUILES,1,1,Résidentiel individuel,Moyen
2633E1538746A,2026-06-08,2YY13QDWWWBA,33063_1560_00025,25 Rue Carbonneau 33800 Bordeaux,33800,Bordeaux,33,appartement,avant 1948,,97.1,E,E,288,constructed,-0.563238238628495,44.83246266558591,33063,1,adresse_ban,bdnb-bg-EMKP-8QQU-YX9P,11.8,89,8.0,1850,INDETERMINE,INDETERMINE,3,3,Résidentiel collectif,Moyen
