numero_dpe,date_etablissement_dpe,id_rnb,identifiant_ban,adresse_ban,code_postal_ban,nom_commune_ban,code_departement_ban,type_batiment,periode_construction,annee_construction,surface_habitable_logement,etiquette_dpe,etiquette_ges,conso_5_usages_par_m2_ep,rnb_status,rnb_lon,rnb_lat,rnb_insee_code,rnb_n_addresses,rnb_match,bdnb_batiment_groupe_id,bdnb_hauteur,bdnb_s_geom_cstr,bdnb_altitude_sol,bdnb_annee_construction,bdnb_mat_mur,bdnb_mat_toit,bdnb_nb_niveau,bdnb_nb_log,bdnb_usage,bdnb_alea_argiles
2633E1523544I,2026-06-07,61Q7D7E72VBQ,33293_0192_00029,29 Route de Sampau 33450 Montussan,33450,Montussan,33,maison,après 2021,,45.4,C,B,168,constructed,-0.429191752557078,44.87181231292208,33293,1,adresse_ban,bdnb-bg-RJKF-UZAY-A41Z,5.0,149,60.1,1972,BRIQUES,TUILES,1,1,Résidentiel individuel,Moyen
2633E1523289N,2026-06-07,CX6KSSPQCTS6,33479_973bax_00155,155 Route des Écuries 33190 Saint-Sève,33190,Saint-Sève,33,maison,1983-1988,1985,91.6,D,B,231,constructed,-0.026696601315626,44.6106215095727,33479,2,adresse_ban,bdnb-bg-JV6P-ZV6Q-1AFE,4.9,182,43.3,1986,BRIQUES,TUILES,1,1,Résidentiel individuel,Fort
2633E1522565R,2026-06-06,EHW25WNB1HFE,33063_2390_00078,78 Rue de la Croix Blanche 33000 Bordeaux,33000,Bordeaux,33,appartement,avant 1948,,37.2,D,B,216,constructed,-0.592002270312338,44.845016710867434,33063,1,adresse_ban,bdnb-bg-MMZZ-LBMC-YF1P,13.4,143,12.2,1870,PIERRE,TUILES,4,4,Résidentiel collectif,Fort
2633E1522137F,2026-06-06,429FJVATRS16,33243_0110_00007,7 Rue Belliquet 33500 Libourne,33500,Libourne,33,appartement,1948-1974,,27.7,D,B,246,constructed,-0.244117731410326,44.9121550896184,33243,1,adresse_ban,bdnb-bg-HQJJ-HKYH-JR9J,8.3,40,7.0,1920,PIERRE,TUILES,2,1,Résidentiel individuel,Moyen
2633E1522816I,2026-06-06,3EMEBMX8D7AR,33522_2084_00014,14 Petit Chemin d'Ars 33400 Talence,33400,Talence,33,maison,1948-1974,,190.9,E,E,257,constructed,-0.579995862705048,44.80705777973466,33522,1,adresse_ban,bdnb-bg-78G9-WT7E-JN94,9.5,114,12.9,1958,BRIQUES - PIERRE,TUILES,2,1,Résidentiel individuel,Moyen
2633E1522605F,2026-06-06,TNGAFP9ZTY3P,33063_1835_00013,13 Impasse Chanau 33000 Bordeaux,33000,Bordeaux,33,appartement,avant 1948,,20.4,F,C,407,constructed,-0.579859747672943,44.83105447664164,33063,1,adresse_ban,bdnb-bg-H3HD-DRWX-6PFE,7.8,172,13.1,1990,INDETERMINE,INDETERMINE,2,9,Résidentiel collectif,Moyen
2633E1522641P,2026-06-06,ERE83ZDQ7BFF,33236_0940_00034,34 Rue des Lilas Cap Ferret 33970 Lège-Cap-Ferret,33970,Lège-Cap-Ferret,33,maison,1975-1977,,88.4,E,C,318,constructed,-1.251110272094169,44.656555419734445,33236,2,adresse_ban,bdnb-bg-9VGP-D8YM-11GA,4.3,130,2.3,1978,AUTRES,TUILES,1,1,Résidentiel individuel,
2633E1522360U,2026-06-06,4C4M194G3DCV,33004_0121_00022,22 Rue Maurice Herzog 33810 Ambès,33810,Ambès,33,maison,1948-1974,,73.7,E,C,253,constructed,-0.533164053136919,45.009724986172436,33004,1,adresse_ban,bdnb-bg-Y8HN-9DSL-X5MQ,5.9,82,2.5,1956,AGGLOMERE,TUILES,2,1,Résidentiel individuel,Moyen
2633E1522318E,2026-06-06,TJ2QK95ACSRJ,33063_7130_00003,3 Rue Pere Louis de Jabrun 33000 Bordeaux,33000,Bordeaux,33,appartement,1948-1974,1949,26.6,E,C,343.9,constructed,-0.576685586523227,44.83971549924499,33063,1,adresse_ban,bdnb-bg-UKCF-BSNW-Q4LW,13.5,176,8.0,1850,PIERRE,TUILES,5,12,Résidentiel collectif,Fort
2633E1522466W,2026-06-06,Z7NNWB64JHWZ,33069_0788_00008,8 Impasse Henry Yvonnet 33110 Le Bouscat,33110,Le Bouscat,33,maison,après 2021,2023,207,B,B,64,constructed,-0.595177165878222,44.8589938623801,33069,1,adresse_ban,bdnb-bg-9F85-ZZVE-PQY4,5.6,125,11.3,1860,AGGLOMERE,TUILES,1,1,Résidentiel individuel,Moyen
2633E1522464U,2026-06-06,C93SVHAVTG86,33063_3645_00053,53 Rue Francin 33800 Bordeaux,33800,Bordeaux,33,appartement,avant 1948,,32.5,C,A,153,constructed,-0.561018981546532,44.825019792198944,33063,4,adresse_ban,bdnb-bg-E1YA-968X-HE35,6.9,283,9.9,1830,MEULIERE,TUILES,2,11,Résidentiel collectif,Fort
2633E1522043P,2026-06-06,MRRSNFVCDDEJ,33039_70ym8y_00215,215 Boulevard Albert 1er 33130 Bègles,33130,Bègles,33,immeuble,1948-1974,,,F,E,344,constructed,-0.560674437066266,44.81220513414448,33039,1,adresse_ban,bdnb-bg-3P3Y-V5NC-RQ5C,5.8,1091,10.7,,INDETERMINE,INDETERMINE,1,4,Tertiaire & Autres,Moyen
2633E1521724I,2026-06-06,44EZVPHV4YK8,33063_3570_00082,82 Rue Fondaudege 33000 Bordeaux,33000,Bordeaux,33,appartement,1948-1974,,110.9,B,A,70,constructed,-0.582359054083856,44.847817802433966,33063,1,adresse_ban,bdnb-bg-NK6E-LBCW-7Q26,13.1,54,9.0,1850,PIERRE,ARDOISES - TUILES,3,2,Tertiaire & Autres,Moyen
2633E1521860O,2026-06-06,A4DYSV9XKQ2E,33039_0620_00006,6 Rue Denfert-Rochereau 33130 Bègles,33130,Bègles,33,appartement,1948-1974,,56.9,B,A,105,constructed,-0.565559671755095,44.80476449583682,33039,2,adresse_ban,bdnb-bg-LG7B-2G2H-M5U8,6.2,132,11.4,1950,BRIQUES,TUILES,1,3,Résidentiel individuel,Moyen
2633E1521957H,2026-06-06,XBNQQ2AY7C9W,33063_0670_00018,18 Rue Baste 33300 Bordeaux,33300,Bordeaux,33,appartement,avant 1948,1900,32.9,F,C,345,constructed,-0.57090776544569,44.854460711312505,33063,1,adresse_ban,bdnb-bg-3PTN-MFKY-LCSD,9.6,101,4.8,1900,PIERRE,TUILES,4,3,Résidentiel collectif,Moyen
2633E1521703N,2026-06-06,FZ9H2BGCPDWT,33529_0460_00013,13 Rue de Braouet 33260 La Teste-de-Buch,33260,La Teste-de-Buch,33,appartement,après 2021,,67,A,A,61,constructed,-1.15108878162648,44.62914461812797,33529,1,adresse_ban,bdnb-bg-LM16-BDAW-MQHQ,3.1,74,4.9,1930,BRIQUES - MEULIERE,TUILES,1,2,Résidentiel individuel,Moyen
2633E1520010K,2026-06-05,Z1EW2A17JJE5,33009_2220_00027,27 Avenue Théophile Gautier 33120 Arcachon,33120,Arcachon,33,maison,1983-1988,,262,C,C,97,constructed,-1.189055484041802,44.64644721820441,33009,2,adresse_ban,bdnb-bg-68UY-5QKA-CQQX,4.4,242,10.0,1984,BETON - BRIQUES,TUILES,2,1,Résidentiel individuel,
2633E1519771F,2026-06-05,KZB6AF2CBPZ9,33529_2422_00022,22 Avenue de la Pinède de Conteau 33260 La Teste-de-Buch,33260,La Teste-de-Buch,33,maison,1978-1982,1982,150,B,A,96.9,constructed,-1.130229874459522,44.630952104743685,33529,1,adresse_ban,bdnb-bg-B8Q9-YUGG-YK5N,2.7,129,5.6,1987,BRIQUES,TUILES,1,1,Résidentiel individuel,
2633E1518215J,2026-06-05,JDJY3ZV2NVX7,33119_1653_00011,11 Avenue René Cassagne 33150 Cenon,33150,Cenon,33,appartement,2013-2021,,48.1,C,C,90,constructed,-0.515757627240963,44.862270573865786,33119,1,adresse_ban,bdnb-bg-VF8X-XPHN-CFK4,9.8,966,58.1,,,,,,,Fort
2633E1510024I,2026-06-05,QM3K6R8PR4S7,33393_0013_00011,11 Chemin des Acacias 33910 Saint-Denis-de-Pile,33910,Saint-Denis-de-Pile,33,maison,2001-2005,2001,125.2,D,D,149,constructed,-0.212178972286125,44.97106094767626,33393,1,adresse_ban,bdnb-bg-DZYD-X6CT-2VHK,3.3,185,13.2,2001,AUTRES,TUILES,1,1,Résidentiel individuel,Moyen
2633E1510151F,2026-06-05,CWA7X1KFVCNM,33075_0109_00013,13 Rue du Couvent 33520 Bruges,33520,Bruges,33,appartement,1989-2000,,66,D,B,184,constructed,-0.62764727854245,44.88403692610528,33075,1,adresse_ban,bdnb-bg-U25K-RZ4U-JVB6,5.6,51,25.5,,,,,,,Fort
2633E1512225Z,2026-06-05,PTCK3BMVNEJ3,33522_1110_00215,215 Rue Frédéric Sevene 33400 Talence,33400,Talence,33,appartement,1948-1974,,26.3,E,E,326,constructed,-0.58080768821942,44.80684417785686,33522,1,adresse_ban,bdnb-bg-HK6S-XG88-AKE9,1.4,32,12.1,1969,BETON,BETON,5,193,Résidentiel collectif,Moyen
2633E1519261P,2026-06-05,Q6HAHM1S82B5,33363_0050_00007,7 Chemin de Brogeon 33670 Sadirac,33670,Sadirac,33,maison,1948-1974,,157,B,A,95,constructed,-0.415387010566052,44.78678268017826,33363,1,adresse_ban,bdnb-bg-6NXD-5C4M-WN4X,4.4,145,38.8,1968,BRIQUES,TUILES,1,1,Résidentiel individuel,Fort
2633E1520155Z,2026-06-05,1K479WHFYAJN,33318_2370_00053,53 Avenue de Noès 33600 Pessac,33600,Pessac,33,appartement,2013-2021,,18,D,D,198,constructed,-0.642571481355272,44.81340777375482,33318,1,adresse_ban,bdnb-bg-QYXP-DZ3U-HK5G,5.9,57,27.8,2020,INDETERMINE,INDETERMINE,2,82,Résidentiel collectif,Moyen
2633E1520760G,2026-06-05,9T43A1ZJGH5E,33162_0395_00033,33 Rue de la Marne 33320 Eysines,33320,Eysines,33,maison,avant 1948,1890,99,E,E,252,constructed,-0.653428759253238,44.885526113444726,33162,1,adresse_ban,bdnb-bg-HGVW-WN1Y-8C6W,3.0,97,23.6,1930,BRIQUES - PIERRE,TUILES,1,1,Résidentiel individuel,Fort
2633E1515405H,2026-06-05,CVDFZ4RZW47N,33063_7618_00001,1 Rue du Prof. Georges Jeanneney 33300 Bordeaux,33300,Bordeaux,33,appartement,2006-2012,,35.1,C,A,137,constructed,-0.558128405357599,44.88742478073934,33063,11,adresse_ban,bdnb-bg-9QWR-9TY3-D7MT,4.9,3653,4.3,,INDETERMINE,INDETERMINE,1,0,Tertiaire & Autres,Moyen
2633E1519244Y,2026-06-05,Z89564M9FRRG,33514_0342_00003,3 Rue des Calups 33780 Soulac-sur-Mer,33780,Soulac-sur-Mer,33,maison,2013-2021,,109,A,A,50,constructed,-1.106675961217666,45.50689005493928,33514,2,adresse_ban,bdnb-bg-UAKS-XY9B-39UY,4.8,135,2.8,2020,BRIQUES,TUILES,1,1,Résidentiel individuel,Moyen
2633E1515676S,2026-06-05,3NQ84KZZK3CM,33063_9500_00026,26 Cours de l'Yser 33800 Bordeaux,33800,Bordeaux,33,appartement,avant 1948,,88.1,D,B,186,constructed,-0.568324139859662,44.82867854464675,33063,1,adresse_ban,bdnb-bg-KL1Z-11SR-95HE,12.4,122,12.4,1890,PIERRE,TUILES,4,3,Résidentiel collectif,Fort
2633E1515060A,2026-06-05,RHAJWPFF65AB,33075_0035_00025,25 Rue Ausone 33520 Bruges,33520,Bruges,33,immeuble,2006-2012,2010,,C,A,142,constructed,-0.596317254101517,44.87664464983365,33075,1,adresse_ban,bdnb-bg-D7PC-A31F-BYX9,11.4,1692,12.7,2010,INDETERMINE,INDETERMINE,4,176,Résidentiel collectif,Moyen
2633E1518896O,2026-06-05,ZD1835G2FPCB,33550_1220_00006,6 Rue du Professeur Calmette 33140 Villenave-d'Ornon,33140,Villenave-d'Ornon,33,maison,avant 1948,,48.2,F,F,319,constructed,-0.570361690046333,44.781691424348196,33550,1,adresse_ban,bdnb-bg-BDE9-C8A4-N84V,2.2,63,8.1,1936,BRIQUES,TUILES,1,1,Résidentiel individuel,Fort
2633E1518318I,2026-06-05,FX5NAY8YGM12,33063_3985_00068,68 Cours Georges Clémenceau 33000 Bordeaux,33000,Bordeaux,33,appartement,avant 1948,,79.2,D,B,200,constructed,-0.57818258066344,44.84420880363733,33063,2,adresse_ban,bdnb-bg-78LB-QZEP-61E8,18.8,94,11.2,1800,PIERRE,TUILES,5,3,Résidentiel collectif,Moyen
2633E1515377F,2026-06-05,CVDFZ4RZW47N,33063_7618_00001,1 Rue du Prof. Georges Jeanneney 33300 Bordeaux,33300,Bordeaux,33,appartement,2006-2012,,24,C,A,158,constructed,-0.558128405357599,44.88742478073934,33063,11,adresse_ban,bdnb-bg-9QWR-9TY3-D7MT,4.9,3653,4.3,,INDETERMINE,INDETERMINE,1,0,Tertiaire & Autres,Moyen
2633E1511348G,2026-06-05,Y5MC2A8CFCA5,33063_0120_00085,85 Cours d'Albret 33000 Bordeaux,33000,Bordeaux,33,appartement,avant 1948,,33.6,G,C,579,constructed,-0.580671543171876,44.83468646547455,33063,2,adresse_ban,bdnb-bg-DS83-5UEH-YJVP,15.1,147,12.3,1850,PIERRE,TUILES,4,5,Résidentiel collectif,Fort
2633E1513421Z,2026-06-05,DPV6QSN56TC3,33522_0075_00004,4 Rue Alphonse Daudet 33400 Talence,33400,Talence,33,maison,1975-1977,1976,161.7,D,D,153,constructed,-0.603974084327608,44.79296746946123,33522,1,adresse_ban,bdnb-bg-YDJ5-NS29-752W,5.7,101,28.0,1976,BRIQUES,TUILES,2,1,Résidentiel individuel,Fort
2633E1519936O,2026-06-05,131S8Y41HDE7,33063_6870_00024,24 Place du Palais 33000 Bordeaux,33000,Bordeaux,33,appartement,avant 1948,,61.7,E,B,250,constructed,-0.569210202350549,44.8387160273934,33063,1,adresse_ban,bdnb-bg-FWX7-WUCW-EM17,16.1,107,5.9,1914,PIERRE,TUILES,5,3,Résidentiel collectif,Moyen
2633E1518933Z,2026-06-05,QBBSJ9B5B3NE,33281_1816_00013,13 Rue Marbotin 33700 Mérignac,33700,Mérignac,33,appartement,1978-1982,1981,69,C,C,121,constructed,-0.646744971882868,44.829936697806446,33281,1,adresse_ban,bdnb-bg-M3GE-1HTW-WAMK,13.8,377,34.7,,BETON,TUILES,5,19,Résidentiel collectif,Fort
2633E1512195V,2026-06-05,W4A2WGB7FM9Z,33463_a017_00017,17 Residence le Panchet 33490 Saint-Pierre-d'Aurillac,33490,Saint-Pierre-d'Aurillac,33,maison,1983-1988,,69,C,C,149,constructed,-0.178843833558317,44.57977473102325,33463,4,adresse_ban,bdnb-bg-WQR4-HMXX-CYUJ,3.3,338,29.8,1988,BRIQUES,TUILES,1,4,Résidentiel individuel,Fort
2633E1513466S,2026-06-05,M3CCP11YW38E,33063_5875_00001,1 Rue Malleret 33000 Bordeaux,33000,Bordeaux,33,appartement,avant 1948,1900,32.8,D,B,237,constructed,-0.586285327531307,44.84755980081489,33063,1,adresse_ban,bdnb-bg-2NG9-F6GB-CSKS,7.7,202,10.6,1890,PIERRE,TUILES,2,6,Résidentiel collectif,Moyen
2633E1520263D,2026-06-05,A1PJFSANCGH1,33063_7298_00051,51 Rue Pierre de Ladime 33800 Bordeaux,33800,Bordeaux,33,appartement,avant 1948,,50.3,E,E,258,constructed,-0.569499666109744,44.81710324440394,33063,1,adresse_ban,bdnb-bg-GWYJ-QZ65-26ZL,4.0,25,14.9,1890,PIERRE,TUILES,2,2,Résidentiel collectif,Fort
2633E1511295F,2026-06-05,TJ2C141ZHM28,33005_0856_00047,47 Rue de la Vénerie 33510 Andernos-les-Bains,33510,Andernos-les-Bains,33,maison,2006-2012,2008,111.5,B,A,103.4,constructed,-1.090174880109309,44.76244943182367,33005,1,adresse_ban,bdnb-bg-DQA8-DYTZ-T3F7,3.7,107,14.3,2008,BETON - BRIQUES,TUILES,1,1,Résidentiel individuel,
2633E1520090M,2026-06-05,EW2B36HGFDNP,33535_0035_00010,10 Impasse Miramalous 33370 Tresses,33370,Tresses,33,maison,2001-2005,,87,C,B,179,constructed,-0.47120348112871,44.84515125331065,33535,1,adresse_ban,bdnb-bg-RAKF-QC12-YGL5,9.3,139,52.4,2006,BRIQUES,TUILES,1,1,Résidentiel individuel,Fort
2633E1509921J,2026-06-05,P1AQ3NJDAR89,33301_3jcuu5_00004,4 Girolatte 33420 Naujan-et-Postiac,33420,Naujan-et-Postiac,33,maison,avant 1948,,120.2,E,E,195,constructed,-0.183909833743278,44.79499375566917,33301,1,adresse_ban,bdnb-bg-QSKC-3FTY-EJER,4.1,86,63.8,,,,,,,Fort
2633E1511487P,2026-06-05,HDW3SGS7WZVW,33042_0112_00059,59 Route de Hillan 33830 Belin-Béliet,33830,Belin-Béliet,33,maison,2006-2012,,104.5,C,A,153,constructed,-0.758220732800707,44.489294964625245,33042,1,adresse_ban,bdnb-bg-J921-XL16-H99W,3.2,116,53.1,2007,BRIQUES,TUILES,1,1,Résidentiel individuel,Moyen
2633E1518023Z,2026-06-05,WHK5Z6EJ4693,33063_4405_00007,7 Passage Hermitte 33000 Bordeaux,33000,Bordeaux,33,appartement,2006-2012,2011,68.5,C,A,121,constructed,-0.595318101445509,44.83263460998327,33063,8,adresse_ban,bdnb-bg-QJXF-FMJ7-QY2G,15.6,1012,10.5,2011,INDETERMINE,INDETERMINE,5,43,Résidentiel collectif,Fort
2633E1516968K,2026-06-05,3BKVE4T4CT2P,33281_1905_00004,4 Avenue du Maréchal Juin 33700 Mérignac,33700,Mérignac,33,appartement,1948-1974,1970,37.5,C,C,80,constructed,-0.634861045455894,44.815214223871,33281,9,adresse_ban,bdnb-bg-F6GQ-YP5V-MRTX,14.7,1104,26.5,1964,PIERRE,AUTRES,5,85,Résidentiel collectif,Fort
2633E1515747L,2026-06-05,GE8N6G4NRJ5V,33249_0310_00050,50 Rue Gabriel Dedieu 33310 Lormont,33310,Lormont,33,maison,avant 1948,,68,D,B,189,constructed,-0.532725126024845,44.865559848797545,33249,1,adresse_ban,bdnb-bg-SUUC-WPDM-C69F,2.8,64,7.7,1918,PIERRE,TUILES,1,1,Résidentiel individuel,Fort
2633E1516799X,2026-06-05,QJ13EZN3K74A,33063_8920_00222,222 Avenue Thiers 33100 Bordeaux,33100,Bordeaux,33,appartement,2006-2012,2010,44.7,B,A,109,constructed,-0.548458886552433,44.847670725211465,33063,2,adresse_ban,bdnb-bg-ER6S-GTYP-FNP6,14.9,759,4.2,2010,INDETERMINE,INDETERMINE,5,136,Résidentiel collectif,Moyen
2633E1520819N,2026-06-05,A887RWQ2Z615,33318_2120_00060,60 Avenue de Magonty 33600 Pessac,33600,Pessac,33,maison,avant 1948,,140,C,B,157,constructed,-0.696842468757516,44.79594690103399,33318,1,adresse_ban,bdnb-bg-MVXU-TDME-9GBZ,3.4,166,49.9,1964,AGGLOMERE - BRIQUES,TUILES,1,1,Résidentiel individuel,Moyen
2633E1511104W,2026-06-05,VJ6KSEBW69KT,33496_0075_00014,14 Chemin de la Gravette 33370 Sallebœuf,33370,Sallebœuf,33,maison,avant 1948,,200,F,F,313,constructed,-0.36328831779491,44.847694719947974,33496,2,adresse_ban,bdnb-bg-MTQR-26VT-533N,4.7,147,22.6,1770,MEULIERE,TUILES,1,1,Résidentiel individuel,Fort
2633E1511666M,2026-06-05,QB1SS4HS9XCJ,33207_2190_00325,325 Avenue du Général de Gaulle 33450 Izon,33450,Izon,33,maison,après 2021,,98.7,A,A,58,constructed,-0.357067097175495,44.91897015473198,33207,1,adresse_ban,bdnb-bg-JNDB-JMLY-98UD,3.9,140,7.9,1883,BRIQUES - PIERRE,TUILES,2,1,Résidentiel individuel,Moyen
2633E1513925J,2026-06-05,8BEE5DGWVTPW,33063_2710_00030,30 Rue Docteur Charles Nancel Pénard 33000 Bordeaux,33000,Bordeaux,33,appartement,avant 1948,,41.4,C,B,158,constructed,-0.581177556240399,44.83944953026682,33063,1,adresse_ban,bdnb-bg-MV6U-TSW6-U8L2,11.2,265,12.0,1930,PIERRE,TUILES,3,4,Tertiaire & Autres,Fort
2633E1510449R,2026-06-05,T93GQ6MDKA65,33063_oqjf9d_00092,92 Rue du Velodrome 33200 Bordeaux,33200,Bordeaux,33,appartement,1948-1974,,45.1,F,F,326,constructed,-0.607535085031289,44.85803527901318,33063,2,adresse_ban,bdnb-bg-TRZC-BFTP-X5C1,24.8,322,22.4,1971,BETON,BETON,9,73,Résidentiel collectif,Moyen
2633E1511576A,2026-06-05,8QVB31J6JNY4,33281_1225_00001,1 Place Gerard Philipe 33700 Mérignac,33700,Mérignac,33,maison,1948-1974,,118,E,E,309,constructed,-0.655836220300411,44.848360858735305,33281,1,adresse_ban,bdnb-bg-RBQ7-JYRQ-L8TW,4.5,101,42.0,1962,BRIQUES,TUILES,2,1,Résidentiel individuel,Moyen
2633E1511461P,2026-06-05,QB1SS4HS9XCJ,33207_2190_00325,325 Avenue du Général de Gaulle 33450 Izon,33450,Izon,33,maison,après 2021,,86,A,A,39,constructed,-0.357067097175495,44.91897015473198,33207,1,adresse_ban,bdnb-bg-JNDB-JMLY-98UD,3.9,140,7.9,1883,BRIQUES - PIERRE,TUILES,2,1,Résidentiel individuel,Moyen
2633E1520848Q,2026-06-05,G9Y341EMZMT6,33541_0010_00010,10 Chemin des Bruyeres 33590 Vensac,33590,Vensac,33,maison,2001-2005,,79.6,D,B,211,constructed,-1.05386782072037,45.39470618996651,33541,1,adresse_ban,bdnb-bg-QAL3-WJGH-NGGF,2.3,41,10.7,,,,,,,Moyen
2633E1512172Y,2026-06-05,BFEN1WWG5M5V,33522_1260_00011,11 Avenue Georges Clémenceau 33400 Talence,33400,Talence,33,appartement,1989-2000,,25.3,C,B,194,constructed,-0.593675930058951,44.80565179815778,33522,1,adresse_ban,bdnb-bg-MM7S-URW6-SZQ7,8.1,542,18.8,1996,BRIQUES,TUILES,3,33,Résidentiel collectif,Moyen
2633E1515423Z,2026-06-05,CVDFZ4RZW47N,33063_7618_00001,1 Rue du Prof. Georges Jeanneney 33300 Bordeaux,33300,Bordeaux,33,appartement,2006-2012,,35.2,C,A,135,constructed,-0.558128405357599,44.88742478073934,33063,11,adresse_ban,bdnb-bg-9QWR-9TY3-D7MT,4.9,3653,4.3,,INDETERMINE,INDETERMINE,1,0,Tertiaire & Autres,Moyen
2633E1518352Q,2026-06-05,QJ13EZN3K74A,33063_8920_00220,220 Avenue Thiers 33100 Bordeaux,33100,Bordeaux,33,appartement,avant 1948,,62,C,A,131,constructed,-0.548458886552433,44.847670725211465,33063,2,adresse_ban,bdnb-bg-ER6S-GTYP-FNP6,14.9,759,4.2,2010,INDETERMINE,INDETERMINE,5,136,Résidentiel collectif,Moyen
