TIMESTAMP_EXTRACT,NIS_CODE,PROVINCIE,HOOFD_GEMEENTE,AANVRAAG_JAAR_VERGUNNING,BESTEMMING,GEMIDDELD_E_PEIL,AANTAL_INGEDIENDE_AG
2026-05-31 23:00:01,"02000",,Vlaanderen,2016,KANTOOR,26,1
2026-05-31 23:00:01,"02000",,Vlaanderen,2017,NIET RESIDENTIEEL EPN,54,35
2026-05-31 23:00:01,"02000",,Vlaanderen,2017,WONEN,37,168
2026-05-31 23:00:01,"02000",,Vlaanderen,2018,NIET RESIDENTIEEL EPN,55,11
2026-05-31 23:00:01,"02000",,Vlaanderen,2018,WONEN,-6,1
2026-05-31 23:00:01,"02000",,Vlaanderen,2019,NIET RESIDENTIEEL EPN,37,7
2026-05-31 23:00:01,"02000",,Vlaanderen,2020,NIET RESIDENTIEEL EPN,48,16
2026-05-31 23:00:01,"02000",,Vlaanderen,2020,WONEN,8,1
2026-05-31 23:00:01,"02000",,Vlaanderen,2021,NIET RESIDENTIEEL EPN,46,13
2026-05-31 23:00:01,"02000",,Vlaanderen,2022,NIET RESIDENTIEEL EPN,23,2
2026-05-31 23:00:01,"02000",,Vlaanderen,2023,NIET RESIDENTIEEL EPN,33,1
2026-05-31 23:00:01,"02000",,Vlaanderen,2024,WONEN,7,3
2026-05-31 23:00:01,"10000",ANTWERPEN,Antwerpen (Provincie),2017,NIET RESIDENTIEEL EPN,-283,6
2026-05-31 23:00:01,"10000",ANTWERPEN,Antwerpen (Provincie),2017,WONEN,-20,12
2026-05-31 23:00:01,"10000",ANTWERPEN,Antwerpen (Provincie),2018,NIET RESIDENTIEEL EPN,50,30
2026-05-31 23:00:01,"10000",ANTWERPEN,Antwerpen (Provincie),2018,WONEN,15,36
2026-05-31 23:00:01,"10000",ANTWERPEN,Antwerpen (Provincie),2018,WONEN MET KANTOOR,17,1
2026-05-31 23:00:01,"10000",ANTWERPEN,Antwerpen (Provincie),2019,NIET RESIDENTIEEL EPN,21,12
2026-05-31 23:00:01,"10000",ANTWERPEN,Antwerpen (Provincie),2019,WONEN,23,5
2026-05-31 23:00:01,"10000",ANTWERPEN,Antwerpen (Provincie),2020,NIET RESIDENTIEEL EPN,46,14
2026-05-31 23:00:01,"10000",ANTWERPEN,Antwerpen (Provincie),2020,WONEN,8,9
2026-05-31 23:00:01,"10000",ANTWERPEN,Antwerpen (Provincie),2021,NIET RESIDENTIEEL EPN,44,32
2026-05-31 23:00:01,"10000",ANTWERPEN,Antwerpen (Provincie),2021,WONEN,11,88
2026-05-31 23:00:01,"10000",ANTWERPEN,Antwerpen (Provincie),2021,WONEN MET KANTOOR,19,1
2026-05-31 23:00:01,"10000",ANTWERPEN,Antwerpen (Provincie),2022,NIET RESIDENTIEEL EPN,36,8
2026-05-31 23:00:01,"10000",ANTWERPEN,Antwerpen (Provincie),2022,WONEN,-3,6
2026-05-31 23:00:01,"10000",ANTWERPEN,Antwerpen (Provincie),2023,NIET RESIDENTIEEL EPN,28,3
2026-05-31 23:00:01,"10000",ANTWERPEN,Antwerpen (Provincie),2023,WONEN,23,1
2026-05-31 23:00:01,"10000",ANTWERPEN,Antwerpen (Provincie),2024,NIET RESIDENTIEEL EPN,42,4
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2006,KANTOOR,98,2
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2006,SCHOOL,151,1
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2006,WONEN,82,57
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2006,WONEN MET KANTOOR,69,1
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2007,WONEN,90,20
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2008,WONEN,69,11
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2009,KANTOOR,91,1
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2009,WONEN,71,26
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2010,KANTOOR,82,1
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2010,WONEN,66,37
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2011,WONEN,56,51
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2012,KANTOOR,78,1
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2012,WONEN,54,32
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2013,KANTOOR,62,2
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2013,WONEN,54,85
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2014,WONEN,42,26
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2014,WONEN MET KANTOOR,38,1
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2015,WONEN,43,124
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2015,WONEN MET KANTOOR,23,2
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2016,WONEN,29,45
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2017,WONEN,33,30
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2017,WONEN MET KANTOOR,39,1
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2018,NIET RESIDENTIEEL EPN,53,2
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2018,WONEN,22,24
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2019,NIET RESIDENTIEEL EPN,53,5
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2019,WONEN,20,67
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2020,WONEN,10,71
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2020,WONEN MET KANTOOR,-1,1
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2021,NIET RESIDENTIEEL EPN,61,1
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2021,WONEN,5,17
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2021,WONEN MET KANTOOR,7,1
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2022,WONEN,-4,15
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2022,WONEN MET KANTOOR,-7,1
2026-05-31 23:00:01,"11001",ANTWERPEN,Aartselaar,2023,WONEN,-4,6
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2006,KANTOOR,104,63
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2006,SCHOOL,89,3
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2006,WONEN,92,1947
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2006,WONEN MET KANTOOR,101,6
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2007,KANTOOR,84,87
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2007,SCHOOL,71,6
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2007,WONEN,86,2337
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2007,WONEN MET KANTOOR,90,3
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2008,KANTOOR,85,54
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2008,SCHOOL,60,18
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2008,WONEN,83,3387
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2008,WONEN MET KANTOOR,89,6
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2009,KANTOOR,82,87
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2009,SCHOOL,60,9
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2009,WONEN,78,2385
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2009,WONEN MET KANTOOR,98,6
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2010,KANTOOR,79,63
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2010,SCHOOL,66,33
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2010,WONEN,68,4518
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2010,WONEN MET KANTOOR,70,12
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2011,KANTOOR,78,66
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2011,SCHOOL,67,36
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2011,WONEN,69,5931
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2011,WONEN MET KANTOOR,58,3
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2012,KANTOOR,61,30
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2012,SCHOOL,57,78
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2012,WONEN,60,2823
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2012,WONEN MET KANTOOR,57,9
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2013,KANTOOR,62,42
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2013,SCHOOL,58,45
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2013,WONEN,59,8880
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2013,WONEN MET KANTOOR,56,6
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2014,KANTOOR,47,75
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2014,SCHOOL,46,24
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2014,WONEN,45,3609
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2014,WONEN MET KANTOOR,48,3
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2015,KANTOOR,46,54
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2015,SCHOOL,46,30
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2015,WONEN,46,8394
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2015,WONEN MET KANTOOR,51,9
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2016,KANTOOR,45,66
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2016,SCHOOL,44,27
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2016,WONEN,36,3156
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2016,WONEN MET KANTOOR,43,6
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2017,NIET RESIDENTIEEL EPN,53,177
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2017,WONEN,34,7056
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2017,WONEN MET KANTOOR,28,3
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2018,NIET RESIDENTIEEL EPN,48,153
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2018,WONEN,28,3354
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2018,WONEN MET KANTOOR,12,12
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2019,NIET RESIDENTIEEL EPN,46,114
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2019,WONEN,23,3204
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2019,WONEN MET KANTOOR,11,9
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2020,NIET RESIDENTIEEL EPN,51,93
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2020,WONEN,21,2673
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2021,NIET RESIDENTIEEL EPN,43,69
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2021,WONEN,15,1002
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2021,WONEN MET KANTOOR,14,6
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2022,NIET RESIDENTIEEL EPN,39,63
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2022,WONEN,12,267
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2022,WONEN MET KANTOOR,8,3
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2023,NIET RESIDENTIEEL EPN,14,18
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2023,WONEN,11,51
2026-05-31 23:00:01,"11002",ANTWERPEN,Antwerpen,2024,WONEN,7,15
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2006,WONEN,82,72
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2007,WONEN,85,48
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2007,WONEN MET KANTOOR,94,1
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2008,WONEN,81,63
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2008,WONEN MET KANTOOR,82,1
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2009,WONEN,81,51
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2010,KANTOOR,80,1
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2010,WONEN,63,32
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2010,WONEN MET KANTOOR,59,1
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2011,KANTOOR,70,3
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2011,WONEN,68,52
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2012,WONEN,60,71
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2012,WONEN MET KANTOOR,49,1
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2013,KANTOOR,73,1
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2013,SCHOOL,44,1
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2013,WONEN,57,119
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2013,WONEN MET KANTOOR,67,1
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2014,KANTOOR,52,1
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2014,SCHOOL,60,1
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2014,WONEN,44,43
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2015,SCHOOL,100,3
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2015,WONEN,40,120
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2015,WONEN MET KANTOOR,41,2
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2016,WONEN,31,37
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2016,WONEN MET KANTOOR,50,1
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2017,NIET RESIDENTIEEL EPN,55,1
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2017,WONEN,28,233
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2017,WONEN MET KANTOOR,25,1
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2018,NIET RESIDENTIEEL EPN,59,1
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2018,WONEN,15,53
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2019,NIET RESIDENTIEEL EPN,61,2
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2019,WONEN,14,54
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2020,WONEN,8,43
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2020,WONEN MET KANTOOR,12,2
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2021,WONEN,7,26
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2022,NIET RESIDENTIEEL EPN,30,1
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2022,WONEN,2,45
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2023,WONEN,2,4
2026-05-31 23:00:01,"11004",ANTWERPEN,Boechout,2024,WONEN,-11,3
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2006,KANTOOR,81,3
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2006,SCHOOL,88,1
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2006,WONEN,80,106
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2006,WONEN MET KANTOOR,91,1
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2007,SCHOOL,75,1
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2007,WONEN,85,88
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2007,WONEN MET KANTOOR,72,1
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2008,KANTOOR,86,4
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2008,SCHOOL,96,1
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2008,WONEN,83,24
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2009,WONEN,74,64
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2010,KANTOOR,94,5
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2010,WONEN,72,141
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2010,WONEN MET KANTOOR,70,1
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2011,KANTOOR,83,1
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2011,SCHOOL,85,1
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2011,WONEN,74,23
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2012,SCHOOL,59,1
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2012,WONEN,65,33
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2013,SCHOOL,60,1
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2013,WONEN,61,44
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2014,WONEN,39,15
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2015,WONEN,41,84
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2016,KANTOOR,37,4
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2016,WONEN,29,63
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2016,WONEN MET KANTOOR,17,1
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2017,NIET RESIDENTIEEL EPN,62,1
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2017,WONEN,24,26
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2018,WONEN,22,11
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2019,WONEN,19,221
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2020,WONEN,13,109
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2021,WONEN,9,60
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2022,WONEN,4,2
2026-05-31 23:00:01,"11005",ANTWERPEN,Boom,2022,WONEN MET KANTOOR,3,1
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2006,WONEN,92,13
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2007,WONEN,84,10
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2008,WONEN,78,14
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2009,WONEN,77,10
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2010,KANTOOR,100,1
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2010,WONEN,72,41
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2010,WONEN MET KANTOOR,76,1
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2011,WONEN,70,82
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2011,WONEN MET KANTOOR,83,1
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2012,WONEN,64,17
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2013,KANTOOR,54,1
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2013,SCHOOL,58,1
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2013,WONEN,58,110
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2014,KANTOOR,65,2
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2014,WONEN,51,29
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2014,WONEN MET KANTOOR,54,1
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2015,KANTOOR,60,1
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2015,WONEN,37,35
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2016,WONEN,40,33
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2016,WONEN MET KANTOOR,18,1
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2017,NIET RESIDENTIEEL EPN,54,3
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2017,WONEN,34,55
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2018,NIET RESIDENTIEEL EPN,34,4
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2018,WONEN,19,15
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2019,WONEN,22,31
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2020,NIET RESIDENTIEEL EPN,48,1
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2020,WONEN,14,16
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2021,WONEN,10,16
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2022,WONEN,6,9
2026-05-31 23:00:01,"11007",ANTWERPEN,Borsbeek,2023,WONEN,-8,1
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2006,KANTOOR,117,1
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2006,WONEN,88,106
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2006,WONEN MET KANTOOR,74,3
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2007,KANTOOR,94,3
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2007,SCHOOL,86,2
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2007,WONEN,81,107
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2007,WONEN MET KANTOOR,68,5
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2008,KANTOOR,94,3
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2008,WONEN,81,139
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2008,WONEN MET KANTOOR,39,1
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2009,KANTOOR,72,1
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2009,SCHOOL,57,2
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2009,WONEN,77,178
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2010,KANTOOR,70,1
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2010,SCHOOL,69,2
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2010,WONEN,70,290
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2010,WONEN MET KANTOOR,77,1
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2011,KANTOOR,59,2
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2011,SCHOOL,44,1
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2011,WONEN,72,138
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2011,WONEN MET KANTOOR,71,2
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2012,KANTOOR,52,1
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2012,SCHOOL,66,1
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2012,WONEN,59,118
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2012,WONEN MET KANTOOR,54,1
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2013,WONEN,53,348
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2013,WONEN MET KANTOOR,29,1
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2014,KANTOOR,49,2
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2014,SCHOOL,52,1
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2014,WONEN,40,65
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2015,KANTOOR,52,1
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2015,SCHOOL,42,1
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2015,WONEN,47,129
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2016,WONEN,35,42
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2016,WONEN MET KANTOOR,23,2
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2017,NIET RESIDENTIEEL EPN,60,4
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2017,WONEN,27,92
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2017,WONEN MET KANTOOR,15,2
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2018,NIET RESIDENTIEEL EPN,48,3
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2018,WONEN,19,66
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2018,WONEN MET KANTOOR,9,2
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2019,NIET RESIDENTIEEL EPN,51,4
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2019,WONEN,16,71
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2019,WONEN MET KANTOOR,3,1
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2020,NIET RESIDENTIEEL EPN,47,2
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2020,WONEN,20,81
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2021,NIET RESIDENTIEEL EPN,34,4
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2021,WONEN,9,60
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2021,WONEN MET KANTOOR,20,1
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2022,NIET RESIDENTIEEL EPN,61,1
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2022,WONEN,0,36
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2023,WONEN,1,21
2026-05-31 23:00:01,"11008",ANTWERPEN,Brasschaat,2024,WONEN,-2,7
2026-05-31 23:00:01,"11009",ANTWERPEN,Brecht,2006,KANTOOR,83,1
2026-05-31 23:00:01,"11009",ANTWERPEN,Brecht,2006,SCHOOL,95,1
2026-05-31 23:00:01,"11009",ANTWERPEN,Brecht,2006,WONEN,88,126
2026-05-31 23:00:01,"11009",ANTWERPEN,Brecht,2006,WONEN MET KANTOOR,76,2
2026-05-31 23:00:01,"11009",ANTWERPEN,Brecht,2007,WONEN,82,153
