building_id,hauteur_m
ACT_8532edeb-3f41-42e6-a486-161b6d271a85,10.758
ACT_85772c95-cf1c-4c74-b52c-58eae81087db,3.929
ACT_85d85bd8-8144-4c9f-b6c2-ef171d2ca840,10.164
ACT_85f9204b-bc59-4bf6-91e1-e38ff4f20e14,9.694
ACT_861e7827-03ed-4334-9723-fad2c0fe2ea4,4.308
ACT_86358b19-b03b-4d39-8d1c-0d20378c5963,16.605
ACT_8649bf3f-cc7d-4524-89ab-6acd1547bdf9,3.191
ACT_867714f2-1b26-46dc-a7c1-c3f8ec236b19,8.614
ACT_868f7326-36aa-4a85-b329-2cc8a4ed579b,7.616
ACT_86f06575-82be-4c96-9f4f-17640afdb59b,3.754
ACT_8708ab36-27ae-4687-aae1-cbcbcc37728b,10.363
ACT_875c16a1-7d7b-4f96-bb00-2c57f20491ed,5.735
ACT_8792987f-a0b0-461a-a807-9cc5d3232f78,11.395
ACT_87cb40f3-1bd6-4730-86e1-1d84f0806350,10.742
ACT_87cbdc51-83f2-4e35-b604-4c244e52c156,4.613
ACT_87ea7522-55f0-4d03-86f8-f6300a7d6ffa,10.583
ACT_87eb366b-65a2-4e2a-9f3c-5a3a11c8302f,10.296
ACT_88c9385e-c571-4696-bb29-e2e34d93c584,4.701
ACT_88cd9ac7-b098-4e6f-a493-8b65127aa4d4,2.577
ACT_8901ec99-b562-42b5-80c6-f32424a7b719,10.811
ACT_8937044c-478c-4785-9335-91f1061b7f15,8.039
ACT_89d97800-05ec-4bd8-ae4e-e53ef13fafa7,11.472
ACT_89e0893f-d886-4a99-9027-cd09face39c8,2.816
ACT_89e7366d-8039-4310-8858-87845ef1a26a,10.71
ACT_89fbce9d-3c61-4351-8d5a-992547b881a5,9.358
ACT_8a02e949-d341-4b8a-ae7a-4ac8ba007225,10.726
ACT_8a262d28-e812-4db4-aa90-b1cb26b661a9,8.225
ACT_8a295e0b-0f00-4f77-9020-14a000ad4156,4.721
ACT_8aa0a9ef-1aec-4d5b-bb91-953a61952a8a,12.046
ACT_8aa6983c-797d-466b-a081-03ed9880cac3,9.363
ACT_8ad905bf-061e-4e4a-97bb-7272d8e82d35,9.833
ACT_8af05905-fa0d-4737-a07e-2a010bb53f22,9.005
ACT_8b00b7b0-67d2-48b9-8314-faeff17b4ab8,8.018
ACT_8b116dc9-2f69-4401-a200-18761ff08cd6,10.525
ACT_8ba04226-42c1-4722-9b82-96b0e02a2e90,3.275
ACT_8baf00c4-c1de-4d74-ae9b-7da44157930c,12.637
ACT_8bcc518a-0c27-4556-8809-bd8e7ef657fe,9.309
ACT_8bce02c0-fa44-4c65-b492-42e122bc9282,3.624
ACT_8bd26a1a-62fc-47d7-b3de-fcb8f961384f,5.427
ACT_8c19ba8a-819f-405e-be6f-b50064df980d,10.248
ACT_8c32bcb6-6169-4d8d-98e3-efecb2b63187,9.127
ACT_8c567e54-7cf9-4a64-8785-f431dac10be6,2.958
ACT_8ce76b86-e415-42fc-a241-9af46f3a2a11,12.695
ACT_8cee7966-42be-4032-bb45-6c1d42923a67,8.184
ACT_8cf96c49-1257-428a-8aef-e0d322ba8830,11.732
ACT_8d307218-4405-419d-8a8a-4eb12dfedc9d,2.967
ACT_8d6f0427-4cd9-4d85-b100-2df26682c0aa,10.145
ACT_8db3c4cf-42c0-4630-b1d5-96f072f4d154,10.877
ACT_8dba2e24-3ac6-4dda-b79d-270ad29ecd22,13.336
ACT_8dcbe8be-579e-453f-880d-98b2ea643a38,9.993
ACT_8dccfb76-77c9-4403-899d-9daa083d6a32,7.527
ACT_8e080f9a-1bb3-41b6-969d-4323ad0f2ebc,9.848
ACT_8e1b2c6f-0492-4e60-b2af-8f410851a2a2,10.029
ACT_8e79e102-c234-481f-8fbb-c177b1f55168,10.976
ACT_8e8315d4-9628-4038-bf0a-b70900cf058c,4.827
ACT_8ec46050-f63d-4bdf-960d-d99b76ce8afd,10.631
ACT_8f10043c-71a6-4861-b004-b513de605631,10.39
ACT_8f14e5cf-f5b5-46ba-8f8b-7f84b061b9d8,10.614
ACT_8f8ff775-5078-4615-ab93-286c8f821836,3.478
ACT_8fb744ed-96c0-4b86-b5f2-ce91d873b82b,9.941
ACT_8fce94d9-4512-46ab-b0ad-f51b9ff1f11d,11.887
ACT_8fd42974-59a6-48cc-97b1-832df48f7fb2,11.444
ACT_8fd64968-265d-4cde-9a2d-e27aec9e5ed7,7.219
ACT_8ff8f0a8-b51d-41b7-a719-84e8e12d1204,13.514
ACT_90085802-bc0f-4a6c-94cf-c5ffaff84de5,12.123
ACT_9024f411-c4c0-4459-a417-34562f8dfe11,9.701
ACT_903cc44a-bddd-4029-a377-ef08be9cb842,12.225
ACT_9057e118-0970-4ce8-a2d1-e90941b45414,7.054
ACT_9070c287-f86c-4e94-a2f4-977f7b70e965,6.044
ACT_908e232b-517a-4a05-b02f-4fb065128744,5.858
ACT_90a47b31-6c99-4807-8d29-50a445d6c62a,7.591
ACT_90f968b5-e634-48e4-982c-469917f9c580,10.104
ACT_9140189c-76ca-4a06-9be3-0a2607be8f1b,8.322
ACT_915d62dc-4430-4b3c-98b9-fbc4bdada41f,8.755
ACT_91c94d63-be8c-484a-b9de-f8dc5024a474,13.809
ACT_91e75d04-553c-454e-908a-45fd39dd2075,10.847
ACT_9245dbf7-a0d7-4048-821b-024ec426bc8b,9.293
ACT_924ea4fe-cf42-44d1-932e-b8448ec6b447,6.249
ACT_925fc003-f42a-4bf5-9c61-095c034936b5,11.802
ACT_9263d40f-680c-4ac5-9e94-a2d2a18789ec,16.605
ACT_92cc8b13-1bf7-4cf4-8169-04f23b88de4f,7.927
ACT_93250fcf-e9d4-40de-9693-cee7038d6e05,10.776
ACT_934c9491-97a6-40ed-83f6-17f92637eef5,10.107
ACT_93511c80-84c5-412e-a15e-dd075dbfdf46,11.326
ACT_936f8b9b-f14a-491c-915a-77750cc84617,8.552
ACT_93724fab-541e-4faa-865f-2203ec316c0e,9.548
ACT_939e8666-0fee-4604-b1f1-e2fd5c94bdd6,14.811
ACT_93cfbf97-a3f2-46f6-afa7-71604f1aadec,9.91
ACT_941896c4-60f5-4740-b200-2935af741e8a,9.917
ACT_947fdead-31ee-4563-9756-52e57ea69d3c,10.43
ACT_9519a1ec-368b-44be-8a47-5ac95fdcb51e,11.537
ACT_953e3cb6-ded1-4632-be82-355cb749c32e,11.104
ACT_954eac29-decd-4d5a-a52b-4d40876023c5,9.214
ACT_9555df29-40d0-43ea-86e0-1d20559e15aa,9.935
ACT_957c8be7-4077-4198-afb5-89f22866a69d,11.358
ACT_95c53003-bc49-44c8-b0da-f24601c28ce9,11.215
ACT_960ceef7-3cd8-4e1d-9c7a-e799ec0dc639,10.657
ACT_964e7576-59b1-4b97-ab29-028b9c6c7168,10.107
ACT_967fd172-0ccb-4712-a0c8-b847f5a23cd7,7.132
ACT_96b90235-9633-449b-9c2d-a6cf8d628ee4,8.657
ACT_96ded12b-7ca0-48da-a22b-5594612c5187,8.591
ACT_9700ba36-aa95-41f9-b44c-899054df8e22,13.836
ACT_97037592-1f7e-44b3-ad16-a8454ecd17ba,16.443
ACT_973b5fed-7673-47ee-ac93-40a914a01b99,12.206
ACT_973d161e-2712-495e-9b9d-0aa31ab5c14d,11.026
ACT_980033d3-3324-4fdc-97de-d0ce601cf41f,3.253
ACT_980d2f2e-4627-4adb-8851-89af7f6c5eda,8.774
ACT_98836013-7193-4d82-bead-356d96edbe6e,8.272
ACT_98bc7045-ed82-4c9e-80ec-25067bf7c076,11.204
ACT_98bd5476-6301-49a1-99c7-f5c076dc4afe,12.246
ACT_98f76ae4-5ab5-4ff6-bf66-7902fadeaff5,10.275
ACT_9923ae9f-f9c9-4938-b38d-a878aace9125,11.125
ACT_99349c0b-540f-4709-a88a-07c2de468ef2,5.405
ACT_994d1dba-df65-4168-b303-41e5acbc3c17,2.739
ACT_995fdd41-9d87-4592-a2bf-4430bb6bf911,10.287
ACT_99a7f1ac-e134-42c0-abfa-39409a724909,4.445
ACT_99be3e22-a30e-4fcc-b569-8dd744346209,11.293
ACT_9a004b8b-f8e6-43c3-9cff-e6ca6af5c149,8.745
ACT_9a01bfdf-af32-46a6-b7b4-555982d48f73,2.825
ACT_9a18da2a-5da2-4c2a-a19a-d39ff15d90c4,7.225
ACT_9a361fd8-8b9f-4f50-8c5d-50970a68f574,3.308
ACT_9a3d7e5e-26d5-4f74-bf92-ef7e5561d0d3,4.226
ACT_9a879844-d072-48a3-b2a3-4dc0b4b5d1b3,11.872
ACT_9ae755e7-a9e9-44cf-a21f-1e3a361d45cf,9.992
ACT_9b0f4958-7e85-435f-957c-cd606d53bf67,8.878
ACT_9b2b4e0e-018e-4e43-a82c-f9b5ace1c071,5.955
ACT_9b5d83d1-c07d-441c-bcf3-0fd0ecf16026,9.784
ACT_9b624739-09f5-4a38-a227-2bc72609647f,8.214
ACT_9bb9cb9d-c1b8-44ae-984c-317ca9bc9271,13.857
ACT_9c6210ad-25b2-4dba-89f9-b34833ae82d3,4.124
ACT_9c6f783a-da95-4786-abca-ba58c6955167,8.297
ACT_9cadd3c2-6f4a-4aba-84f4-b021060fc01e,6.76
ACT_9cc04c79-ccf7-4a89-899f-e4d6c8627581,12.593
ACT_9cc55439-4d39-4642-9306-ee315d2bfbd0,4.182
ACT_9cf07a7e-b7fe-4cf9-a400-4845f4b6e62c,9.837
ACT_9d193211-5f57-4dcb-8a02-53530a61fec0,2.983
ACT_9d1e09b7-8527-4c3e-b167-22b6ed34b54a,11.986
ACT_9d396ee3-f50f-4890-a00d-3e917085b6c1,7.268
ACT_9d638df3-2018-45cb-a078-91edb1be8866,6.842
ACT_9d7453f3-f5e6-4c62-b26a-91d4c9c9c2f0,7.489
ACT_9e0579a2-f71f-4c13-9f4a-35e3053fc026,12.347
ACT_9e1239b4-c50d-47d6-a668-7d559fe7c138,3.794
ACT_9e2bf2d0-139e-4f42-bd1b-05d3c1451897,6.972
ACT_9e343de9-b8b4-4efa-a647-41a505b99c46,8.939
ACT_9e3a7092-8095-4799-a90a-494723345d80,8.181
ACT_9e87ec1c-42f5-4c46-80f1-53d5b29d3c65,11.342
ACT_9e937bda-bae0-466b-ae7b-8c56bcf4e347,9.646
ACT_9ea6ae89-587e-4e0b-8da3-05795897366d,12.045
ACT_9eb8b29a-49ee-4075-b0a3-ef6e8efc906b,7.319
ACT_9ee4e39e-09e4-4a3d-b8a8-1bfcabe8b486,8.205
ACT_9ee6c41a-fe6b-4192-9b3a-4c7f6d43b3c3,4.238
ACT_9f234a22-e1a9-4b07-8fee-12cb06fbd4a1,11.594
ACT_9f3ca811-8339-40a3-9645-3e5d5ced2cfd,2.824
ACT_9f419f42-6b19-45b4-8f60-14783a9cf652,11.889
ACT_9f7163aa-bf0a-4283-a09d-17274a3be98f,10.758
ACT_9f76d2f7-2abd-4aa4-a105-347b0e31e10f,7.554
ACT_9feed9c2-8196-4fec-b702-75486abfe130,8.373
ACT_a00a8993-6371-4d6c-8167-650847295e19,4.146
ACT_a042968a-6059-4308-bb44-04dc7c86e836,3.913
ACT_a0c79bc4-31bc-44dc-850b-5a07d3c5a7a4,10.703
ACT_a0cbd943-cf55-4422-a6a1-d47f09757770,12.138
ACT_a11569bd-8ac7-471c-bbb8-9b3e44af120c,8.45
ACT_a126d22c-388b-434e-9b2c-d96e3ed1679f,9.955
ACT_a1bef386-756e-442a-9f5e-518606432f72,10.194
ACT_a1d98634-b148-4919-848d-9272d7b57fe8,10.838
ACT_a239d223-215a-4b6b-a48d-f54b507ee6c8,3.238
ACT_a23bc2b5-b2ff-48c6-818a-15dee0bbcd41,12.217
ACT_a23e18a1-81d4-4851-8c9d-12847c45c7ed,9.519
ACT_a256e892-5134-40bd-8949-ff3539446581,7.142
ACT_a2aeba07-498e-4605-b16d-102366832f46,2.939
ACT_a2c4ded8-19fb-4d34-8471-3b1df117c0de,8.153
ACT_a312cb51-29d7-4a7d-933b-fa83be6633f0,11.043
ACT_a32a4dc7-4f8f-456c-b47d-f312a7a8605c,10.229
ACT_a336419a-9754-4e7c-abc5-660d3b23caee,3.812
ACT_a35f0c32-44b7-4a56-ba3a-3004d9fd6f5e,10.652
ACT_a3660da5-9497-4a5c-8ab5-17f7fe15ed7b,9.987
ACT_a37accba-c8f2-4a91-b42f-b430b40d1922,3.543
ACT_a3892dc9-e086-4d07-9679-c75854099ca0,10.375
ACT_a394d6f5-3db4-44eb-82c0-b18b5e81ec08,8.326
ACT_a3ddc652-9d97-466f-a7e0-71c863145785,8.451
ACT_a3f8be8a-9d8c-4994-9579-5dec15675ec0,5.06
ACT_a3fb28db-dffc-4232-be47-d3b621a17abf,10.138
ACT_a41ec265-bffa-4ef6-a716-03a10b8da92f,11.575
ACT_a4355e92-f525-4455-85b3-feae8220fc68,9.363
ACT_a43676f6-b7be-4e10-98c9-ddd947fcb789,9.987
ACT_a4550589-a712-4a65-b0f2-b228aaca5a80,10.69
ACT_a479ba58-88c0-441b-84a8-b3e82a4ded26,3.494
ACT_a4884368-08d0-4dcd-83a4-dd055d5b81a1,3.361
ACT_a4dee5e1-3a8a-40fd-ac22-de0bfec03fb6,14.199
ACT_a4fbbfbd-4483-4f0b-9d92-e270f578f737,8.85
ACT_a51a1fc4-3b6b-4bf6-bb3b-028f95cb59d9,10.225
ACT_a545f6b7-8d88-4bb8-9021-d917adae5f68,9.237
ACT_a5584072-9310-493b-974a-875d79182cb7,14.262
ACT_a57ab4e9-487b-4dd6-ac6d-4a63b3f6512b,3.571
ACT_a585cdc4-d641-4a5c-9198-fe89b96883bb,1.723
ACT_a63485fd-e151-4683-82c7-7889afe7c74f,8.334
ACT_a647722f-cf30-4473-bcbf-4404cc3dccdc,8.665
ACT_a64f0444-a2cc-4ec2-9131-e42096175fe3,12.214
ACT_a6549e19-b1ca-4efb-8eae-93281f563983,13.979
ACT_a657c5d5-eba2-4bb3-8c1c-1160ccf96d94,7.864
ACT_a6844c85-4041-4cd3-bc70-f6abebe0399c,7.739
ACT_a6a55795-4b24-4f20-b434-ea9e84916ba6,5.739
ACT_a6b70b4a-c65f-499b-894b-17e48ca3c264,6.895
ACT_a6d68689-8d52-41c5-b9a0-aab721af9297,12.088
ACT_a6f6a938-4f2d-4cc8-bd6d-59ec50465ead,6.053
ACT_a78c9b50-0056-40d4-bcd3-5ccae8504f07,10.275
ACT_a7bbbfdb-ffb0-49b2-95c4-a06abd16b988,10.508
ACT_a817e635-b5c3-4699-8e43-95825fbc8574,7.607
ACT_a86bfbd0-75b7-4c07-a145-fb4aa6a32846,11.727
ACT_a8a37efc-19e1-47e9-a792-f58da1dc37d8,9.516
ACT_a8adcb7d-45e7-4173-b0bb-dbf22c41edf4,6.92
ACT_a90d3a75-b2c7-4412-a54d-5248b67c9e36,3.361
ACT_a91ba25a-c1d7-4b32-ac94-456601badca1,12.181
ACT_a94639bf-5a92-4141-8ff7-b5033c68e34e,11.721
ACT_a951f840-b4f1-4d14-a326-51605980f71b,10.492
ACT_a9e04ae1-fd8a-45e2-ad76-d9ad17f8f39d,13.288
ACT_aa109dfa-ccc1-41a6-a789-335a675a0bea,9.166
ACT_aa45c1f8-62c9-47e8-b03e-0e0c4fd6b975,14.106
ACT_aa530f03-a7f9-4f7a-b44d-c6dbf9fa12b3,7.657
ACT_aa56ba71-2ce2-4df0-8635-f281d236d82a,9.318
ACT_aac6f8bb-5e1e-4dcc-824d-2e7f1f524bf0,11.806
ACT_aad4add7-327e-4c3e-bd04-955254726338,9.122
ACT_ab0c272f-4597-426e-9db2-89defe965575,9.678
ACT_ab2a85dd-6ae5-46db-8ead-ac4ed8038815,11.772
ACT_ab542e33-69fd-4356-adbf-9e6d8ded5105,10.323
ACT_ab87eb73-75c7-4787-b930-2934e151de25,10.536
ACT_abaf39c7-c97a-45cb-84b5-e04d617deeef,12.542
ACT_abdfb982-e236-4499-8427-c80927db317e,4.903
ACT_abe9254f-6dfe-49d1-984a-965c5375fedd,5.282
ACT_abf319cf-7893-49b7-8edd-b0ab1d71293f,10.903
ACT_ac0b5762-bbce-49ba-bde4-89f2d062590a,6.572
ACT_ac771beb-3375-4113-8350-c47cfceb78ac,10.532
ACT_ac8ffd03-f43f-458a-ad4f-2a2c5d6ccefb,8.364
ACT_ac965c5e-7fb9-4a1e-bc02-be95f5bea802,13.768
ACT_aca79e86-1541-41eb-b252-444b9ea45793,6.411
ACT_acad36b8-fec6-4d64-9576-25d2db74e4af,10.026
ACT_acaeb763-410b-45c7-b22b-b7ff00b6a5ef,6.396
ACT_ad071e03-f1b3-4b07-88bc-f529d24b89db,9.008
ACT_ad6182bb-9d06-452b-932c-7084df4fe54b,10.0
ACT_adc1e6be-3eee-4d78-b6b4-4bda6dcd056c,5.251
ACT_add93597-714d-4cc3-824f-76ad18b9be6e,9.172
ACT_adf29a8c-02fc-4117-a5ca-7799fc7cc735,13.794
ACT_ae2edce6-f80f-4cdc-ae92-a58df584a937,7.358
ACT_ae3516af-9763-406c-a1a2-e47ae1061639,10.035
ACT_ae783202-c99d-43e7-bb09-8b0c5ecc9291,12.328
ACT_ae94e2c3-285e-471e-8779-f16fce869e6f,7.124
ACT_aea01fa1-a99f-424f-99e8-16badacb6b6a,10.947
ACT_aea846c0-dbd4-4ec0-978c-ea886ab03df2,5.722
ACT_aed26b01-3abc-4db6-a445-2f2f3a4ff398,9.488
ACT_aef15596-e358-4ab6-a81f-b6df802ef9cb,13.921
ACT_af5794a2-d96b-4907-a698-2c135fd2ed63,3.716
ACT_aff33958-ca48-4e7b-8f36-51e50f795f7d,8.262
ACT_b0340d1c-f893-4f04-bf04-74231e0e5e04,10.759
ACT_b03c30cb-1696-4e40-bc35-264612dddb58,9.376
ACT_b08ce6ef-b563-46c4-83a6-913ce1889216,5.405
ACT_b09de85c-8678-419c-9b51-480229fff8a3,4.206
ACT_b0bfb3fb-2877-475b-8783-142b9b106b19,7.605
ACT_b0fe8243-6249-4dad-b351-c5b586cda99e,6.567
ACT_b11dceeb-7569-4877-99de-cbb43737dff6,8.713
ACT_b145e9f5-a389-4c3f-8d6f-b97df8c9b5da,11.751
ACT_b1a4d174-1790-4ee1-a643-d6a1000473e0,4.007
ACT_b1c9a5a5-ada2-43cd-8df1-f89a7cb8843a,7.303
ACT_b1ceb5b9-def4-4b09-b3bb-c0e38573b1ed,9.43
ACT_b2049f55-da7f-4bda-be7c-e2c75dcc8718,9.564
ACT_b297615c-9f3b-4b7f-bae3-23d985eba70d,9.073
ACT_b2bdcea0-6ff9-46ee-bb28-7a398703c907,3.949
ACT_b307fe85-131d-4024-8009-9f884378dd15,12.984
ACT_b3246dcb-9a72-43ae-82a3-b5cf99a08391,10.782
ACT_b32b1d2e-3c4d-43bc-b98c-62415ac44cca,4.547
ACT_b34de936-7524-45d3-834b-abe38ec509c0,8.699
ACT_b3618ac3-6661-4fcd-9e3a-3ea4ff4f7ffa,6.955
ACT_b36b56b6-f5ce-4e73-a919-8e9db108aa82,3.35
ACT_b3788f54-208a-4f78-94ba-e50b77f6201d,4.249
ACT_b3933b42-dd97-491d-8ea5-eaaab2d89a67,13.545
ACT_b3c36efc-62c5-48ee-8fbf-a4e4032e0e00,12.143
ACT_b4270c0e-8485-45ec-ba42-c6af057352d4,3.117
ACT_b45c7c4e-ad72-4dde-83da-0c7cc8d2e14a,8.893
ACT_b4a1c36c-bad3-4f0e-bb8c-a9bd66e7b23b,4.289
ACT_b4a43705-2574-4e43-8b70-53562ecb4eb4,2.979
ACT_b4c70522-2e40-417d-b786-dfe474443947,2.844
ACT_b4df5eaa-7929-4187-980f-718079e4b06c,9.168
ACT_b4ebf7ae-3eba-4e6a-9f5b-6270129e9416,6.592
ACT_b4eecbbe-aed6-49a9-8611-c843303367fe,10.7
ACT_b5385607-9eb2-40de-bb8a-5971cb4e964e,12.254
ACT_b5b05e17-098d-4e48-b8ed-182c61c1ae88,11.852
ACT_b609e535-bb7b-4f67-957b-b5c31df420af,8.514
ACT_b61a016b-ea1d-43aa-9f33-98b42f53400c,3.861
ACT_b6547c07-13ad-4f96-b294-bef7311a6c91,10.757
ACT_b6ba2726-2e89-4415-9a98-699d727070a8,4.219
ACT_b6c4f838-4080-4b3b-b9e4-8b73715489a7,9.705
ACT_b6d3e6dd-b522-4979-941e-8ab0310abb43,8.225
ACT_b6f5b9f3-cc9b-4dca-ae61-40964d82320a,12.782
ACT_b72e386d-af3c-4bd9-8bcf-fc1d2bcd72a1,11.149
ACT_b737cd5b-11b9-4b3f-9618-9bf38c1ebdfa,12.887
ACT_b76f69a8-b364-4614-be06-20ee317ea9b3,4.662
ACT_b7a5303c-8684-41d7-be07-2168751bc2f1,9.944
ACT_b7d68b17-fc53-4682-9bb5-22c73073120a,9.823
ACT_b9c8fd19-711d-442e-90ad-57e757cf681c,7.177
ACT_b9dd74da-68e8-4c41-a553-c888dd55efe3,10.419
ACT_ba95d9f9-fb16-4c15-81bd-e631ad3fb6ac,10.067
ACT_baf13e4c-e001-4389-b125-80402d6fef71,8.192
ACT_baf4812a-befa-4a9c-9d37-4005653397a8,4.74
ACT_baf9c0e9-951d-45eb-b4fc-9053929ef745,3.298
ACT_bb2be9ca-b1a0-4944-9f35-37f67cbe6e78,7.523
ACT_bb4384d3-29d2-4bb9-91bb-bafe1edb8d60,9.095
ACT_bb9bf80a-f519-4092-91f2-d4e2e557f849,12.138
ACT_bc4426fe-c843-4f28-a98c-98106c42c8a8,11.789
ACT_bccd85a7-0c95-4f2e-a4fd-7383f2464b81,3.575
ACT_bd03e60c-c3e9-4166-9b3e-983990bdd70b,7.547
ACT_bd16faeb-2352-4dea-9798-300d6b4e876b,8.146
ACT_bd486e4d-95ee-48a1-9c2c-125f7adccef5,11.524
ACT_bd58eeff-f7f2-48bd-917f-c227dfc70cc2,9.236
ACT_bd5d2986-4416-4a56-b638-b8f3a175e655,11.281
ACT_bde233b0-32c3-4874-8e54-0b2450e6c15d,9.85
ACT_be02faa8-b111-447f-843c-51e2f3c2e2a6,10.888
ACT_be03cd0f-4302-406b-87c1-7c43e1a8aaf2,4.551
ACT_be0d36e1-ed12-40e6-b249-72a12e731895,7.955
ACT_be1d1bd1-871e-484d-a6a9-1426787111c4,7.511
ACT_be21cda1-dd17-4b21-9618-dc6d11713883,10.028
ACT_be2fdf00-34ba-4633-8619-80e568a4b73a,11.84
ACT_be357fe2-af16-4992-850b-b6e4cce9de39,11.516
ACT_be52b2f7-d660-4936-b44e-9324f0a13372,5.901
ACT_be53198f-8bee-4bab-bb65-8b4352496832,3.88
ACT_beb48b8e-1a5a-4358-b5c8-18e79c6d79e7,16.94
ACT_becc780e-fd80-4a2d-9a80-54d3888d4abc,10.179
ACT_bef8ef30-9384-4c28-a511-8fa978b1b19a,4.466
ACT_befd5f4d-8b0e-4433-b84f-1b016211cdb7,11.007
ACT_bf28883b-19c3-4df3-ae5d-f4a8743b089c,9.758
ACT_bfd56d9d-e115-4fc5-b554-10cdeebb989f,9.939
ACT_c00d44ac-3624-4d3f-893c-4e9dcccddc22,9.617
ACT_c0353fa4-825a-46ac-a1a4-3b361b9ba31b,10.194
ACT_c04a9158-285f-41b1-b60c-49a5913a5c2f,8.073
ACT_c04b4eb6-0b65-467d-b1a1-c6e10ffe18b1,13.88
ACT_c0ca905f-2c76-4dba-8b5b-71064b9a9dde,9.065
ACT_c0d3f287-015d-485b-a055-1de0b1bce09d,8.483
ACT_c0edabbb-205b-4e84-b08a-6adcd3bee54e,9.317
ACT_c1712f02-f44a-49b0-bea1-ed23c0ea4f9d,11.42
ACT_c172105c-e589-4ab6-b19f-87c8860a45ab,4.131
ACT_c1830e0d-d6b8-4ece-94d2-c3e302eb41a9,10.317
ACT_c1b484e2-88fb-4387-8497-6ac382498a80,9.975
ACT_c1de3b6b-5904-4afe-84fb-033cc3f61ef6,11.353
ACT_c2203bb0-80da-4436-9fd3-95bbfe6dd17b,10.455
ACT_c2a639e8-32b9-44d3-b980-254a84edf838,17.349
ACT_c2cd29e0-c235-403a-b451-2dc7d7135b86,11.33
ACT_c2dddf85-a02f-4c44-9a04-38d1b345ecaa,11.961
ACT_c303772a-4d7f-4852-8870-a3e3de3e1f0e,9.222
ACT_c303d34e-1079-4eef-93ea-3e6bdaab5473,12.345
ACT_c32fc662-538e-40e9-b650-36a6a9006585,4.223
ACT_c35a5066-e4fb-4410-9575-91956e0fc1e0,11.562
ACT_c3cee048-c3fa-4292-9834-a3f5df10a318,13.221
ACT_c3dd617b-f228-45cd-bf66-9ca21c21aa86,3.674
ACT_c41558a3-971a-4577-9c3e-0d22c961a82f,10.397
ACT_c41e5591-4dc7-438d-ac5f-96c511d603a9,10.789
ACT_c45b9df2-11a9-4b6a-85da-16df6f109eab,10.581
ACT_c48be101-6d86-4909-9df5-c7fe0292e7da,5.379
ACT_c4944ca7-22b7-45be-881d-5401b583be1b,12.039
ACT_c4b24bbd-3526-4b2c-91ff-a55c6c821c4f,10.285
ACT_c4dfc0fb-107f-4fe3-b078-3c64486d821d,11.427
ACT_c4f81b0e-b888-4e21-83e2-7590fe37a206,9.643
ACT_c51709f2-a919-470c-8c18-1bbaee3fb894,10.538
ACT_c5565520-af99-4dc4-a763-900caeb0fe59,4.555
ACT_c586604f-d640-4fe9-bd44-c6c7d2dcbfff,5.818
ACT_c60797dd-27da-450f-98dc-1aafbd862765,7.881
ACT_c641d7dc-6421-446f-b567-d9916bb9da57,9.496
ACT_c6615213-b0a1-4e05-a23f-ee4ad5a02228,8.256
ACT_c6b8abc3-efe2-4c7f-94da-8cab9defe4ce,10.573
ACT_c6c0c555-3d01-41f1-91f2-6faf999f3c78,3.7
ACT_c6e8acb9-f18e-4af9-bd28-a718ec1f7d5d,3.331
ACT_c6f3855a-c8cc-4728-a266-e52ce682ce5c,5.175
ACT_c70d245b-75f1-403f-ba65-c3cd3bd8bbce,8.759
ACT_c7159886-d0d8-4362-9e59-aba7589ad257,9.278
ACT_c730c406-de1e-4911-a98b-ce9ae52eed36,11.107
ACT_c73fba06-a76b-4cbf-9850-5d98ccc0db43,11.878
ACT_c7507757-771e-46a0-83ad-8482664e5ebc,14.278
ACT_c7b95d56-ad43-4db8-a9a5-cb780aaa172a,10.027
ACT_c7c0a059-6005-42f1-a80c-9c18454b95cd,5.543
ACT_c7cbdeab-c0d0-410b-b2ee-40e78e9b8b5d,3.485
ACT_c80f30a9-831c-4725-af91-42bac6b3686d,12.354
ACT_c828d988-34b7-4018-b812-62c9445f0f70,9.734
ACT_c82e8a95-1d8c-4c19-813d-0a8b28c43094,10.123
ACT_c84c92c9-df7b-44a1-b740-faaab1c494da,8.278
ACT_c8a85137-9e25-4b28-96f6-d4e4bde27471,4.501
ACT_c8ae25be-da60-4b59-8944-b02129fd0c9a,4.345
ACT_c8c52a55-f7b6-4ede-866f-28c8a5f81813,6.077
ACT_c8e8c4b5-facf-47ad-829f-01f0355e0a7e,14.355
ACT_c8f155cc-61bc-4990-ac24-3916af2b1242,9.141
ACT_c9015407-d060-4d2e-b33e-d8a137deb4d5,2.937
ACT_c9355726-536d-4102-8523-ad19df388742,9.41
ACT_c93f9aaf-978b-4ad3-9625-7a6c659b9e09,12.527
ACT_c943abbc-79b4-49d6-a1ea-5a7c3cfd8e6e,4.577
ACT_c9597a57-c979-452e-95ee-e62ecb6472de,10.063
ACT_c9a46fc1-dd24-4e04-8d13-1380f85b5787,8.431
ACT_ca052c28-a793-4ebb-b079-d2c5f679cc48,10.83
ACT_ca46c79c-0758-4058-8c70-390875e1c4ab,10.599
ACT_ca54759d-f438-406d-89b6-b71b2ed5dac3,5.77
ACT_ca5b499d-f93c-47d5-956b-fabe2abd5732,12.854
ACT_ca5d2165-6c96-40f7-bc71-dcc018d1c67a,7.946
ACT_ca88d173-eeb3-4017-af09-d88766976f07,4.405
