building_id,lon,lat,area_m2,tipo,parcel_capakey,parcel_niscode,nis_total_edificios,nis_pct_pre1946,nis_pct_post1981,nis_pct_calefaccion,nis_viviendas,nis_epeil_medio
AA414ADD-7465-450E-8945-D178B38DE846,5.5684604,50.6420535,,Annexe,62803A1081/00F000,62803,,,,,,
CCB32B01-F3B3-43BB-A97C-75B0DFC2DF1B,5.5767051,50.6447147,,Annexe,62063A0449/00A000,62063,67972,63.3,8.2,52.6,111690,
A9D90878-6EA3-4BD1-9386-988F8FC1E7B6,5.5690722,50.6408166,,Annexe,62803A1212/00G000,62803,,,,,,
ABD749F3-5AAC-40A3-87D4-E0518C9D47D7,5.5689658,50.642647,,Annexe,62803A1077/00M000,62803,,,,,,
40DDE59C-121C-4168-B07C-AF89EDE00C62,5.5692684,50.6407568,,Habitation,62803A1214/00G000,62803,,,,,,
602B63B9-49DF-4AF0-9610-149F658E123D,5.5752009,50.6420215,,Habitation,62063A0867/00Z000,62063,67972,63.3,8.2,52.6,111690,
083DDE13-29AF-4F18-92C3-6A76C9C0ACCA,5.5725947,50.6399845,,Habitation,62803A1614/00B000,62803,,,,,,
1CF21891-6E07-437D-B586-9644CFAA3D9B,5.5678908,50.6419141,,Habitation,62803A1201/00V000,62803,,,,,,
CFEE2D26-61A5-40CB-B64F-37CF4C26F797,5.5764484,50.6396023,,Building,62063A1663/00R000,62063,67972,63.3,8.2,52.6,111690,
8875D6B6-7AEC-4335-B387-5B075CA9391F,5.5726626,50.6404029,,Annexe,62063A1568/00A000,62063,67972,63.3,8.2,52.6,111690,
92A30C77-3106-4315-A567-45EA5690368F,5.5691354,50.6416332,,Habitation,62803A1182/00G000,62803,,,,,,
94E5BEF4-4476-4E94-819A-7DFE6BA51970,5.5680924,50.6417263,,Annexe,62803A1202/00S000,62803,,,,,,
0F044E82-06A9-4906-831A-4E24017095F1,5.5754361,50.6433042,,Annexe,62063A0221/00F000,62063,67972,63.3,8.2,52.6,111690,
AE2ECEE4-20E8-4F8F-B62D-ACD5A7AFFAD1,5.5678328,50.6393779,,Habitation,62803B0095/00P002,62803,,,,,,
C248ADDE-F07B-41D8-A672-A6B084DBF7DD,5.5717475,50.6418917,,Annexe,62063A0982/00W002,62063,67972,63.3,8.2,52.6,111690,
