numero_dpe,date_etablissement_dpe,id_rnb,identifiant_ban,adresse_ban,code_postal_ban,nom_commune_ban,code_departement_ban,type_batiment,periode_construction,annee_construction,surface_habitable_logement,etiquette_dpe,etiquette_ges,conso_5_usages_par_m2_ep,rnb_status,rnb_lon,rnb_lat,rnb_insee_code,rnb_n_addresses,rnb_match,bdnb_batiment_groupe_id,bdnb_hauteur,bdnb_s_geom_cstr,bdnb_altitude_sol,bdnb_annee_construction,bdnb_mat_mur,bdnb_mat_toit,bdnb_nb_niveau,bdnb_nb_log,bdnb_usage,bdnb_alea_argiles,alea_argiles_final,alea_argiles_source
2675E1530531R,2026-06-08,GZ6F8VYDM73G,75118_1623_00008,8 Rue Cavé 75018 Paris,75018,Paris,75,appartement,avant 1948,,30,F,C,430,constructed,2.355650385332434,48.8869051250197,75118,3,adresse_ban,bdnb-bg-8G31-31J4-J717,19.0,208,59.0,2002,MEULIERE,ZINC ALUMINIUM,6,28,Résidentiel collectif,,Non exposé,Géorisques
2675E1538843J,2026-06-08,XEZSE1RC6PCB,75115_8513_00024,24 Rue Saint-Charles 75015 Paris,75015,Paris,75,appartement,avant 1948,,51.9,E,B,271,constructed,2.289061028367574,48.85088083544949,75115,1,adresse_ban,bdnb-bg-GPZE-T5LN-YQZP,24.2,171,29.5,1912,BRIQUES - PIERRE,ZINC ALUMINIUM,8,15,Résidentiel collectif,,Non exposé,Géorisques
2675E1529795J,2026-06-08,R9V7V49HH12Y,75119_3659_00070,70 Avenue de Flandre 75019 Paris,75019,Paris,75,appartement,avant 1948,1945,53.7,D,B,189,constructed,2.374896984904379,48.88876765846572,75119,1,adresse_ban,bdnb-bg-AQG8-3Q12-5VJP,21.1,608,48.7,1886,BRIQUES - MEULIERE,ARDOISES - ZINC ALUMINIUM,7,62,Résidentiel collectif,,Non exposé,Géorisques
2675E1530119V,2026-06-08,KB3377TKH6S7,75116_3465_00086,86 Boulevard Exelmans 75016 Paris,75016,Paris,75,appartement,1948-1974,1966,89.2,D,D,164,constructed,2.259880494197511,48.84362831689606,75116,1,adresse_ban,bdnb-bg-92V5-CRFN-9G7Z,24.9,273,39.0,1966,BETON - BRIQUES,BETON,8,18,Résidentiel collectif,,Non exposé,Géorisques
2675E1536890G,2026-06-08,BJWJ5QAPXKVD,75112_0522_00013,13 Rue de l'Aubrac 75012 Paris,75012,Paris,75,appartement,1989-2000,,28.1,C,A,177,constructed,2.386625080430112,48.83499576209431,75112,15,adresse_ban,bdnb-bg-6NWD-2CAM-9SZT,25.9,1486,33.2,1996,INDETERMINE,INDETERMINE,9,130,Résidentiel collectif,,Non exposé,Géorisques
2675E1534638Q,2026-06-08,MPYGQ9P81PSD,75119_9058_00003,3 Cours du Septième Art 75019 Paris,75019,Paris,75,appartement,1989-2000,,33.4,C,A,158,constructed,2.386946304596325,48.87775199633572,75119,10,adresse_ban,bdnb-bg-XR84-48KZ-CG12,19.6,1615,99.9,2000,INDETERMINE,INDETERMINE,8,174,Résidentiel collectif,,Non exposé,Géorisques
2675E1532809H,2026-06-08,QCFBRPKDMTQ8,75102_7561_00029,29 Rue Poissonnière 75002 Paris,75002,Paris,75,appartement,avant 1948,,47.9,F,C,365,constructed,2.347618300119241,48.8698568713049,75102,1,adresse_ban,bdnb-bg-JQPT-S3AS-N5WW,15.0,239,42.0,1890,BRIQUES - MEULIERE,ZINC ALUMINIUM,7,18,Résidentiel collectif,,Non exposé,Géorisques
2675E1528917P,2026-06-08,2K26SC8ARW22,75119_7314_00016,16 Rue Petit 75019 Paris,75019,Paris,75,appartement,avant 1948,,59.7,E,E,234,constructed,2.380937991711745,48.884667470498215,75119,1,adresse_ban,bdnb-bg-MPXT-XEBR-MG2G,22.4,149,53.1,1930,BRIQUES - AUTRES,TUILES,8,16,Résidentiel collectif,,Non exposé,Géorisques
2675E1527348G,2026-06-08,26ZR721EW5S2,75102_5850_00041,41 Rue de la Lune 75002 Paris,75002,Paris,75,appartement,avant 1948,,72.2,F,F,405,constructed,2.348117252090537,48.86999508718616,75102,2,adresse_ban,bdnb-bg-WGAY-EWJR-8RQB,13.8,123,42.9,1870,MEULIERE,ZINC ALUMINIUM,7,13,Résidentiel collectif,,Non exposé,Géorisques
2675E1529236W,2026-06-08,5YDN84GVTRNV,75118_9708_00006,6 Rue Versigny 75018 Paris,75018,Paris,75,appartement,avant 1948,,44.1,D,B,240,constructed,2.344715271090498,48.894604546187075,75118,2,adresse_ban,bdnb-bg-ZTFP-YLPL-9JB2,17.9,231,53.3,1890,PIERRE,ZINC ALUMINIUM,6,20,Résidentiel collectif,,Non exposé,Géorisques
2675E1536694S,2026-06-08,T7ET6KF9F2PH,75114_6238_00015,15 Rue Méchain 75014 Paris,75014,Paris,75,appartement,1989-2000,,20.1,C,A,205,constructed,2.339476994357779,48.83553957897685,75114,2,adresse_ban,bdnb-bg-4XT1-VEEY-S5ZK,20.2,541,53.5,1992,BETON,AUTRES,7,37,Résidentiel collectif,,Non exposé,Géorisques
2675E1531060A,2026-06-08,Y4SNKFBBVKRN,75111_3485_00042,42 Rue Faidherbe 75011 Paris,75011,Paris,75,appartement,avant 1948,,37.8,G,C,592,constructed,2.382920141140545,48.85349105545684,75111,2,adresse_ban,bdnb-bg-KYG6-2EH9-PLSR,22.5,256,38.0,1894,MEULIERE,ARDOISES - ZINC ALUMINIUM,8,23,Résidentiel collectif,,Non exposé,Géorisques
2675E1537871Z,2026-06-08,Q2VG1EDZD7RD,75109_3713_00016_b,16b Rue Pierre Fontaine 75009 Paris,75009,Paris,75,appartement,1975-1977,,47.8,D,D,200,constructed,2.334507511160966,48.88147433646239,75109,1,adresse_ban,bdnb-bg-WDNV-PH6J-JPBX,27.2,302,51.7,1960,BETON - BOIS,BETON,9,15,Résidentiel collectif,,Non exposé,Géorisques
2675E1534026C,2026-06-08,BYMHMGDDFM5A,75115_5399_00002,2 Rue Laure Surville 75015 Paris,75015,Paris,75,appartement,avant 1948,1925,56.3,E,E,250,constructed,2.277951298324578,48.84593556134104,75115,2,adresse_ban,bdnb-bg-EAV9-ASUW-HBRK,25.1,372,31.0,1925,BRIQUES - MEULIERE,ARDOISES - ZINC ALUMINIUM,8,29,Résidentiel collectif,,Non exposé,Géorisques
2675E1538443Z,2026-06-08,FAGYGNDFKJG2,75111_8358_00069,69 Rue de la Roquette 75011 Paris,75011,Paris,75,appartement,avant 1948,,23.1,D,B,276,constructed,2.376755319474324,48.856609500066206,75111,1,adresse_ban,bdnb-bg-91RU-V6MC-M9MZ,15.6,541,30.5,1914,AUTRES,TUILES,5,35,Résidentiel collectif,,Non exposé,Géorisques
2675E1528888M,2026-06-08,W17BJPPBNXHH,75115_3536_00002,2 Rue des Favorites 75015 Paris,75015,Paris,75,appartement,1948-1974,,63.5,D,D,185,constructed,2.302613798310348,48.83966544092553,75115,3,adresse_ban,bdnb-bg-63SL-Q7AV-BDKZ,3.6,129,45.0,1971,BETON,BETON,13,90,Résidentiel collectif,,Non exposé,Géorisques
2675E1532226W,2026-06-08,JRTY9K3ZSK3R,75105_5220_00003,3 Rue Lacépède 75005 Paris,75005,Paris,75,appartement,avant 1948,,16.8,F,C,459,constructed,2.354044850806073,48.84359887525868,75105,2,adresse_ban,bdnb-bg-ZGB1-K6DG-LDJZ,16.3,137,42.7,1971,MEULIERE,ARDOISES,6,19,Résidentiel collectif,,Non exposé,Géorisques
2675E1531019L,2026-06-08,NF9S51N6VETS,75119_8463_00003,3 Rue Sadi Lecointe 75019 Paris,75019,Paris,75,appartement,avant 1948,,35.5,E,B,280,constructed,2.373323470898723,48.88075669224905,75119,1,adresse_ban,bdnb-bg-RLRF-9CXR-ZUVU,22.1,113,55.9,1900,MEULIERE - AUTRES,ZINC ALUMINIUM,7,15,Résidentiel collectif,,Non exposé,Géorisques
2675E1530027H,2026-06-08,R95HDZ7CSDE8,75110_5907_00019,19 Boulevard de Magenta 75010 Paris,75010,Paris,75,appartement,avant 1948,1875,18.8,E,B,307,constructed,2.360868714076425,48.87049417668034,75110,1,adresse_ban,bdnb-bg-LA8N-RBZK-RM3E,24.5,340,34.0,1875,MEULIERE,ARDOISES - ZINC ALUMINIUM,8,10,Résidentiel collectif,,Non exposé,Géorisques
2675E1535759T,2026-06-08,N7HXKRA4KNF2,75112_3955_00041,41 Rue de la Gare de Reuilly 75012 Paris,75012,Paris,75,appartement,avant 1948,,18.6,E,B,321,constructed,2.395506058648648,48.8419901338942,75112,1,adresse_ban,bdnb-bg-33YN-V5V9-WLU4,10.2,60,51.0,1880,INDETERMINE,INDETERMINE,5,21,Résidentiel collectif,,Non exposé,Géorisques
2675E1530719X,2026-06-08,X7X46K2QMCNP,75103_9828_00018,18 Rue Villehardouin 75003 Paris,75003,Paris,75,appartement,avant 1948,,78.5,C,C,113,constructed,2.365339527370985,48.85886195194848,75103,1,adresse_ban,bdnb-bg-JPC7-GU4J-GS7M,8.1,112,35.0,1850,PIERRE,ZINC ALUMINIUM,6,20,Résidentiel collectif,,Non exposé,Géorisques
2675E1538555H,2026-06-08,9BFQ3WPT3JCC,75120_8022_00068,68 Rue Ramus 75020 Paris,75020,Paris,75,appartement,avant 1948,,13.1,D,B,305,constructed,2.397760035737302,48.86371999340372,75120,3,adresse_ban,bdnb-bg-QHU1-K3WD-A6B9,22.2,202,86.3,1907,BRIQUES - MEULIERE,ARDOISES - BETON,8,27,Résidentiel collectif,,Non exposé,Géorisques
2675E1528522K,2026-06-08,8YHCGABQZ348,75109_3713_00031,31 Rue Pierre Fontaine 75009 Paris,75009,Paris,75,appartement,avant 1948,,36.5,E,E,312,constructed,2.333169831625316,48.88267088990089,75109,1,adresse_ban,bdnb-bg-MM3A-ZWGQ-RDSK,17.3,184,60.7,1850,MEULIERE,ZINC ALUMINIUM,7,21,Résidentiel collectif,,Non exposé,Géorisques
2675E1537790W,2026-06-08,BYWJGRYVYGTA,75105_6432_00025,25 Rue Monge 75005 Paris,75005,Paris,75,appartement,avant 1948,,30,E,B,296,constructed,2.35132898077547,48.847293897174794,75105,2,adresse_ban,bdnb-bg-MLAE-K9DY-JEAK,22.9,237,37.2,1920,PIERRE,ZINC ALUMINIUM,7,28,Résidentiel collectif,,Non exposé,Géorisques
2675E1530301V,2026-06-08,982MZWFX6GX4,75116_7804_00021,21 Avenue du Président Wilson 75016 Paris,75016,Paris,75,appartement,avant 1948,,33.6,G,F,584,constructed,2.294568933614514,48.86454769581594,75116,1,adresse_ban,bdnb-bg-6S5P-N1K9-BAB6,20.8,285,40.2,1900,PIERRE,ARDOISES,8,8,Résidentiel collectif,,Non exposé,Géorisques
2675E1535564G,2026-06-08,ZZ5HP446GVBP,75106_9634_00009,9 Rue Vavin 75006 Paris,75006,Paris,75,appartement,avant 1948,,33.5,E,D,272,constructed,2.331494263439576,48.844298261739965,75106,1,adresse_ban,bdnb-bg-XM85-S6NM-WS74,14.2,218,52.1,1934,BETON - BRIQUES,AUTRES,7,52,Résidentiel collectif,,Non exposé,Géorisques
2675E1535079P,2026-06-08,2RHKBCG9GF87,75116_4357_00004,4 Rue Gudin 75016 Paris,75016,Paris,75,maison,avant 1948,1880,139.2,C,C,140.1,constructed,2.259768565279358,48.83738298313406,75116,1,adresse_ban,bdnb-bg-78PH-XHAZ-JNM4,11.5,102,36.0,1880,PIERRE,TUILES - ZINC ALUMINIUM,1,1,Résidentiel individuel,,Non exposé,Géorisques
2675E1528356A,2026-06-08,WRX5379WY928,75110_1765_00017,17 Boulevard de la Chapelle 75010 Paris,75010,Paris,75,appartement,avant 1948,,32.4,F,C,391,constructed,2.361959715285757,48.88403076875933,75110,1,adresse_ban,bdnb-bg-8BG2-ZCLZ-4CJD,23.5,240,51.6,1900,PIERRE,ZINC ALUMINIUM,7,23,Résidentiel collectif,,Non exposé,Géorisques
2675E1529085B,2026-06-08,ZAS59FMQYSRC,75106_6228_00070,70 Rue Mazarine 75006 Paris,75006,Paris,75,appartement,avant 1948,,19,G,C,512,constructed,2.337406475922824,48.854300336499904,75106,1,adresse_ban,bdnb-bg-MYBQ-182K-Y1QL,21.6,110,34.0,1830,MEULIERE,ARDOISES - ZINC ALUMINIUM,6,31,Résidentiel collectif,,Non exposé,Géorisques
2675E1529163B,2026-06-08,9SFD46E6PV25,75106_8767_00071,71 Rue des Saints-Pères 75006 Paris,75006,Paris,75,appartement,avant 1948,,61.6,E,B,264,constructed,2.329983870081782,48.85306093420306,75106,1,adresse_ban,bdnb-bg-PWFS-ZXCQ-8U9K,20.8,111,36.1,1750,MEULIERE,TUILES,6,36,Résidentiel collectif,,Non exposé,Géorisques
2675E1526902C,2026-06-08,AKFE6K22N8YY,75120_3983_00041,41 Rue des Gâtines 75020 Paris,75020,Paris,75,appartement,avant 1948,,16.4,E,C,348,constructed,2.399378656381024,48.866471387490655,75120,1,adresse_ban,bdnb-bg-A9AQ-N91P-6C6H,25.5,282,88.9,1930,BRIQUES - PIERRE,ARDOISES - ZINC ALUMINIUM,9,37,Résidentiel collectif,,Non exposé,Géorisques
2675E1528393L,2026-06-08,9NB9HQ7V7JSM,75115_1663_00066,66 Rue des Cévennes 75015 Paris,75015,Paris,75,appartement,1948-1974,1958,38.6,F,F,355,constructed,2.282044850949448,48.84169048880434,75115,2,adresse_ban,bdnb-bg-PSVW-DWG5-4G4Q,24.5,134,29.2,1958,PIERRE,ZINC ALUMINIUM,9,15,Résidentiel collectif,,Non exposé,Géorisques
2675E1525938A,2026-06-08,Z3MECWWK7DE4,75115_2459_00128,128 Rue de la Croix Nivert 75015 Paris,75015,Paris,75,appartement,1948-1974,1965,74.1,C,C,146,constructed,2.292497921182651,48.84212252357772,75115,1,adresse_ban,bdnb-bg-76PS-G25V-C45C,3.1,390,34.0,1968,BETON,BETON,11,86,Tertiaire & Autres,,Non exposé,Géorisques
2675E1537679P,2026-06-08,8P4D2JPEN1HM,75108_6645_00008,8 Rue Murillo 75008 Paris,75008,Paris,75,appartement,avant 1948,,13.4,C,C,168,constructed,2.308572218751061,48.87805589860727,75108,2,adresse_ban,bdnb-bg-A51R-MCLZ-UEP6,17.4,760,47.0,1860,PIERRE,TUILES,5,11,Résidentiel collectif,,Non exposé,Géorisques
2675E1535963P,2026-06-08,514E5C23RKY6,75104_5738_00008,8 Rue des Lombards 75004 Paris,75004,Paris,75,appartement,avant 1948,,38.4,D,B,216,constructed,2.350019962987595,48.85917630501035,75104,1,adresse_ban,bdnb-bg-FXSN-PARP-E8Q5,19.7,27,36.0,1800,INDETERMINE,INDETERMINE,6,12,Résidentiel collectif,,Non exposé,Géorisques
2675E1536912C,2026-06-08,15Y2Y37FMYFT,75112_4094_00007,7 Passage du Génie 75012 Paris,75012,Paris,75,appartement,avant 1948,,57.5,D,D,209,constructed,2.389789592206441,48.848433424522895,75112,1,adresse_ban,bdnb-bg-UJPM-5D7Y-NYM3,16.9,186,45.0,1880,BRIQUES - MEULIERE,ARDOISES - ZINC ALUMINIUM,6,14,Résidentiel collectif,,Non exposé,Géorisques
2675E1536478K,2026-06-08,YBBBCHMBNHZQ,75110_5764_00023,23 Rue Louis Blanc 75010 Paris,75010,Paris,75,appartement,avant 1948,,35.8,F,C,344,constructed,2.366659768855983,48.879904401630114,75110,1,adresse_ban,bdnb-bg-VEEP-CFHC-MTCV,9.0,124,47.7,1880,BRIQUES,ZINC ALUMINIUM,7,40,Résidentiel collectif,,Non exposé,Géorisques
2675E1533720I,2026-06-08,CK4WWHCEQQFV,75116_5042_00017,17 Rue Jouvenet 75016 Paris,75016,Paris,75,appartement,avant 1948,,19.6,E,E,384,constructed,2.265220902929954,48.84228283284098,75116,1,adresse_ban,bdnb-bg-3CFZ-NUEL-R14X,22.0,78,39.0,1934,BETON - MEULIERE,ZINC ALUMINIUM,8,80,Résidentiel collectif,,Non exposé,Géorisques
2675E1533674O,2026-06-08,81PC11K3F7DR,75114_0233_00008,8 Rue Alphonse Daudet 75014 Paris,75014,Paris,75,appartement,avant 1948,1902,43.2,F,C,332.3,constructed,2.328168821364668,48.8265297727347,75114,1,adresse_ban,bdnb-bg-X47E-K5C8-5GY2,22.0,224,66.6,1902,MEULIERE - PIERRE,ZINC ALUMINIUM,7,28,Résidentiel collectif,,Non exposé,Géorisques
2675E1534795R,2026-06-08,RPK61KN7FGA1,75115_1852_00007,7 Rue Charles Lecocq 75015 Paris,75015,Paris,75,appartement,1983-1988,,21.1,C,B,217,constructed,2.294060203435142,48.8415364794284,75115,1,adresse_ban,bdnb-bg-ZJCQ-25SA-KYN6,15.0,240,35.0,1986,BETON,ZINC ALUMINIUM,7,13,Résidentiel collectif,,Non exposé,Géorisques
2675E1531937T,2026-06-08,4ST3RFCG5T1P,75110_3516_00016,16 Rue du Faubourg Saint-Denis 75010 Paris,75010,Paris,75,appartement,avant 1948,,44.7,D,D,229,constructed,2.353363526148738,48.87051940081013,75110,2,adresse_ban,bdnb-bg-7ZNE-BGD4-KNE1,17.4,791,36.6,2002,INDETERMINE,ARDOISES - BETON,7,34,Résidentiel collectif,,Non exposé,Géorisques
2675E1537709T,2026-06-08,EJS15J3VB642,75111_8158_00056,56 Avenue de la République 75011 Paris,75011,Paris,75,appartement,avant 1948,,20.9,C,B,213,constructed,2.375751897180767,48.86485114098446,75111,2,adresse_ban,bdnb-bg-EPSS-Y9V5-NYKC,21.2,454,44.3,1885,INDETERMINE,INDETERMINE,8,29,Résidentiel collectif,,Non exposé,Géorisques
2675E1537543J,2026-06-08,GVZEN1RE669D,75115_8957_00011_b,11b Rue Sextius Michel 75015 Paris,75015,Paris,75,appartement,avant 1948,,23.5,F,C,445,constructed,2.288874477634959,48.85099114443922,75115,1,adresse_ban,bdnb-bg-F4KW-KAY2-4FRJ,24.3,107,30.2,1914,MEULIERE - PIERRE,BETON,8,11,Résidentiel collectif,,Non exposé,Géorisques
2675E1530542C,2026-06-08,D7P88RQD3JBP,75111_8481_00013,13 Rue Saint-Ambroise 75011 Paris,75011,Paris,75,appartement,avant 1948,1900,59.4,E,E,317.1,constructed,2.376453749861185,48.862158003567444,75111,1,adresse_ban,bdnb-bg-RMVQ-X5N6-CYRN,6.7,593,41.3,1890,INDETERMINE,INDETERMINE,6,15,Tertiaire & Autres,,Non exposé,Géorisques
2675E1529749P,2026-06-08,SSA6TPJFKQ3V,75112_9924_00040,40 Rue de la Voûte 75012 Paris,75012,Paris,75,appartement,avant 1948,,33.9,E,C,330,constructed,2.408700343968529,48.846136638560964,75112,1,adresse_ban,bdnb-bg-2KAB-8FVE-QHU3,12.5,590,49.9,1914,BRIQUES - PIERRE,INDETERMINE,7,73,Résidentiel collectif,,Non exposé,Géorisques
2675E1535208O,2026-06-08,1A4DTY1GBWMY,75104_4586_00004,4 Quai Henri IV 75004 Paris,75004,Paris,75,appartement,1948-1974,,79.1,E,B,275,constructed,2.364760346148666,48.84756219580626,75104,1,adresse_ban,bdnb-bg-1WWC-E6QJ-TRN9,21.1,108,33.7,1958,BETON - BRIQUES,BETON,6,7,Résidentiel collectif,,Non exposé,Géorisques
2675E1535836S,2026-06-08,NVXN7KAHPZJD,75111_5107_00014,14 Rue Jules Vallès 75011 Paris,75011,Paris,75,appartement,avant 1948,,44,F,C,389,constructed,2.385307184981037,48.853848533589755,75111,1,adresse_ban,bdnb-bg-H1E5-CMU9-REZ3,19.8,209,41.7,1910,PIERRE,ZINC ALUMINIUM,7,13,Résidentiel collectif,,Non exposé,Géorisques
2675E1536408S,2026-06-08,HNYWR9GD6AD8,75111_9907_00038,38 Boulevard Voltaire 75011 Paris,75011,Paris,75,appartement,avant 1948,,52.1,C,A,135,constructed,2.369394587687751,48.86376799223818,75111,1,adresse_ban,bdnb-bg-L4LG-MFYS-QLLV,21.4,259,35.4,1902,BRIQUES - PIERRE,ZINC ALUMINIUM,8,16,Résidentiel collectif,,Non exposé,Géorisques
2675E1526076I,2026-06-08,NR2DKBYW4T31,75117_2387_00087,87 Rue de Courcelles 75017 Paris,75017,Paris,75,appartement,1948-1974,,7.6,G,C,877,constructed,2.302019746584336,48.87999201682538,75117,2,adresse_ban,bdnb-bg-8H6V-M9Z8-CAMF,22.4,395,41.9,1912,PIERRE,ZINC ALUMINIUM,9,16,Résidentiel collectif,,Non exposé,Géorisques
2675E1536948M,2026-06-08,VPHRHSAWN3ER,75115_6105_00015,15 Rue Marmontel 75015 Paris,75015,Paris,75,appartement,1948-1974,,27.8,D,D,240,constructed,2.300088475960655,48.83669265414235,75115,1,adresse_ban,bdnb-bg-HEM5-4S14-U7V4,6.7,67,43.3,,INDETERMINE,INDETERMINE,7,27,Résidentiel collectif,,Non exposé,Géorisques
2675E1534408U,2026-06-08,V6MNTWV4RSWQ,75115_0639_00084,84 Rue Balard 75015 Paris,75015,Paris,75,appartement,1983-1988,1988,82,D,B,181,constructed,2.27807860307446,48.83886327142211,75115,6,adresse_ban,bdnb-bg-3TQ1-62UP-EMDL,23.8,830,28.7,1988,BETON - AUTRES,BETON - AUTRES,9,97,Résidentiel collectif,,Non exposé,Géorisques
2675E1537589D,2026-06-08,8P4D2JPEN1HM,75108_6645_00008,8 Rue Murillo 75008 Paris,75008,Paris,75,appartement,avant 1948,,10.2,C,C,217,constructed,2.308572218751061,48.87805589860727,75108,2,adresse_ban,bdnb-bg-A51R-MCLZ-UEP6,17.4,760,47.0,1860,PIERRE,TUILES,5,11,Résidentiel collectif,,Non exposé,Géorisques
2675E1530037R,2026-06-08,HR3B68HDT81Z,75111_8699_00113,113 Rue Saint-Maur 75011 Paris,75011,Paris,75,appartement,avant 1948,,165.9,E,E,255,constructed,2.376641229002992,48.86591717990606,75111,1,adresse_ban,bdnb-bg-JHKH-XGMR-TK1W,13.4,411,42.9,1989,INDETERMINE,INDETERMINE,6,3,Tertiaire & Autres,,Non exposé,Géorisques
2675E1532961D,2026-06-08,CWHGNH769S2F,75106_4284_00053_b,53b Quai des Grands Augustins 75006 Paris,75006,Paris,75,appartement,avant 1948,,223.9,E,D,254,constructed,2.34113622482204,48.85537948325392,75106,1,adresse_ban,bdnb-bg-VFCA-W1GN-J7YD,21.4,306,34.7,1850,BRIQUES - PIERRE,ZINC ALUMINIUM,7,9,Résidentiel collectif,,Non exposé,Géorisques
2675E1531480E,2026-06-08,3TB9Y43B5TQJ,75108_4485_00176,176 Boulevard Haussmann 75008 Paris,75008,Paris,75,appartement,avant 1948,,68,F,F,345,constructed,2.307582145692326,48.87535824177989,75108,1,adresse_ban,bdnb-bg-CSZ4-NLQ1-QP73,23.8,361,39.1,1800,INDETERMINE,ARDOISES - ZINC ALUMINIUM,7,20,Résidentiel collectif,,Non exposé,Géorisques
2675E1538099T,2026-06-08,TSER762R935Y,75119_9838_00228,228 Boulevard de la Villette 75019 Paris,75019,Paris,75,appartement,avant 1948,,42.2,D,B,244,constructed,2.366725341831146,48.88459109605594,75119,1,adresse_ban,bdnb-bg-ZTQM-7PZ7-WE8Z,19.5,424,49.0,1880,MEULIERE - PIERRE,TUILES - ZINC ALUMINIUM,7,39,Résidentiel collectif,,Non exposé,Géorisques
2675E1537926C,2026-06-08,BEF7AYVHYS5Q,75102_7738_00008,8 Rue de Port-Mahon 75002 Paris,75002,Paris,75,appartement,avant 1948,,59.2,E,E,301,constructed,2.334226386357432,48.869486862108474,75102,1,adresse_ban,bdnb-bg-ZEP7-RQ55-GNN9,22.9,285,34.0,1936,BRIQUES,ARDOISES - ZINC ALUMINIUM,9,15,Résidentiel collectif,,Non exposé,Géorisques
2675E1534951R,2026-06-08,BWJ7TFHSXHMZ,75105_8648_00015,15 Rue Saint-Jacques 75005 Paris,75005,Paris,75,appartement,avant 1948,,33.2,G,C,525,constructed,2.346229073632572,48.8517532005382,75105,1,adresse_ban,bdnb-bg-UHYV-DPZM-LES5,19.6,88,35.1,1750,BOIS - MEULIERE,ZINC ALUMINIUM,7,19,Résidentiel collectif,,Non exposé,Géorisques
2675E1532610Q,2026-06-08,WS728A8TAQQE,75113_4844_00070,70 Rue du Javelot 75013 Paris,75013,Paris,75,appartement,1948-1974,1972,33.6,D,D,218.3,constructed,2.364517829023732,48.826331883194726,75113,1,adresse_ban,bdnb-bg-6DF9-GSNY-QCTW,91.5,364,58.4,2011,INDETERMINE,INDETERMINE,1,0,Tertiaire & Autres,,Non exposé,Géorisques
2675E1537237P,2026-06-08,1FRK61CNCQJC,75116_9706_00188,188 Avenue de Versailles 75016 Paris,75016,Paris,75,appartement,avant 1948,,34.8,G,F,500,constructed,2.261784640259363,48.839501693663195,75116,2,adresse_ban,bdnb-bg-U167-V9PP-U8RD,15.8,299,38.0,1900,INDETERMINE,INDETERMINE,5,23,Résidentiel collectif,,Non exposé,Géorisques
2675E1527216E,2026-06-08,W3FNKYEP7TR2,75118_9628_00075,75 Rue Vauvenargues 75018 Paris,75018,Paris,75,appartement,avant 1948,,32.6,F,F,391,constructed,2.329889800982865,48.89658251521116,75118,1,adresse_ban,bdnb-bg-J6T1-RF7G-GSYM,3,26,49.9,1929,BETON - BRIQUES,BETON - ZINC ALUMINIUM,8,85,Résidentiel collectif,,Non exposé,Géorisques
2675E1527069N,2026-06-08,CPSNPEQ515W5,75112_8514_00017,17 Square Saint-Charles 75012 Paris,75012,Paris,75,appartement,1978-1982,1979,74.4,E,C,313,constructed,2.388981493833261,48.846575059794006,75112,3,adresse_ban,bdnb-bg-YHKD-X377-Y69Z,34.1,815,42.7,1925,BETON,AUTRES,14,500,Résidentiel collectif,,Non exposé,Géorisques
2675E1537955F,2026-06-08,8P4D2JPEN1HM,75108_6645_00008,8 Rue Murillo 75008 Paris,75008,Paris,75,appartement,avant 1948,,16.3,C,C,170,constructed,2.308572218751061,48.87805589860727,75108,2,adresse_ban,bdnb-bg-A51R-MCLZ-UEP6,17.4,760,47.0,1860,PIERRE,TUILES,5,11,Résidentiel collectif,,Non exposé,Géorisques
2675E1527601Z,2026-06-08,RJFFVERV5GNN,75116_4693_00036,36 Avenue d'Iéna 75016 Paris,75016,Paris,75,appartement,avant 1948,,16.1,E,C,348,constructed,2.295213681103853,48.86623789704964,75116,1,adresse_ban,bdnb-bg-M1TH-W7ZV-2AVJ,28.4,291,45.9,1890,PIERRE,ZINC ALUMINIUM,7,7,Résidentiel collectif,,Non exposé,Géorisques
2675E1535427Z,2026-06-08,JRS3FXDKVD7G,75114_9342_00080,80 Rue de la Tombe Issoire 75014 Paris,75014,Paris,75,appartement,1948-1974,,31.4,C,C,145,constructed,2.33254921276954,48.82834436226703,75114,4,adresse_ban,bdnb-bg-PEYT-45UK-JU8X,27.9,867,61.9,1964,INDETERMINE,INDETERMINE,10,170,Résidentiel collectif,,Non exposé,Géorisques
2675E1538105Z,2026-06-08,3C1KEE65Y6YV,75112_7597_00025,25 Boulevard Poniatowski 75012 Paris,75012,Paris,75,appartement,1948-1974,,138.7,C,C,172,constructed,2.398950025445247,48.83252485388965,75112,1,adresse_ban,bdnb-bg-ME8A-UCBM-K9R3,23.1,191,47.5,1952,MEULIERE - PIERRE,ZINC ALUMINIUM,7,11,Résidentiel collectif,,Non exposé,Géorisques
2675E1537060U,2026-06-08,GPSSEJ43F9HQ,75118_8718_00134,134 Avenue de Saint-Ouen 75018 Paris,75018,Paris,75,appartement,avant 1948,1900,54,G,C,482,constructed,2.328697715069199,48.89604458902296,75118,1,adresse_ban,bdnb-bg-9PBJ-QNSP-GD61,15.5,167,49.0,1890,BRIQUES - PIERRE,ZINC ALUMINIUM,6,10,Résidentiel collectif,,Non exposé,Géorisques
