numero_dpe,date_etablissement_dpe,id_rnb,identifiant_ban,adresse_ban,code_postal_ban,nom_commune_ban,code_departement_ban,type_batiment,periode_construction,annee_construction,surface_habitable_logement,etiquette_dpe,etiquette_ges,conso_5_usages_par_m2_ep,rnb_status,rnb_lon,rnb_lat,rnb_insee_code,rnb_n_addresses,rnb_match
2633E1516799X,2026-06-05,QJ13EZN3K74A,33063_8920_00222,222 Avenue Thiers 33100 Bordeaux,33100,Bordeaux,33,appartement,2006-2012,2010,44.7,B,A,109,constructed,-0.548458886552433,44.847670725211465,33063,2,adresse_ban
2633E1520819N,2026-06-05,A887RWQ2Z615,33318_2120_00060,60 Avenue de Magonty 33600 Pessac,33600,Pessac,33,maison,avant 1948,,140,C,B,157,constructed,-0.696842468757516,44.79594690103399,33318,1,adresse_ban
2633E1511104W,2026-06-05,VJ6KSEBW69KT,33496_0075_00014,14 Chemin de la Gravette 33370 Sallebœuf,33370,Sallebœuf,33,maison,avant 1948,,200,F,F,313,constructed,-0.36328831779491,44.847694719947974,33496,2,adresse_ban
2633E1511666M,2026-06-05,QB1SS4HS9XCJ,33207_2190_00325,325 Avenue du Général de Gaulle 33450 Izon,33450,Izon,33,maison,après 2021,,98.7,A,A,58,constructed,-0.357067097175495,44.91897015473198,33207,1,adresse_ban
2633E1513925J,2026-06-05,8BEE5DGWVTPW,33063_2710_00030,30 Rue Docteur Charles Nancel Pénard 33000 Bordeaux,33000,Bordeaux,33,appartement,avant 1948,,41.4,C,B,158,constructed,-0.581177556240399,44.83944953026682,33063,1,adresse_ban
2633E1510449R,2026-06-05,T93GQ6MDKA65,33063_oqjf9d_00092,92 Rue du Velodrome 33200 Bordeaux,33200,Bordeaux,33,appartement,1948-1974,,45.1,F,F,326,constructed,-0.607535085031289,44.85803527901318,33063,2,adresse_ban
2633E1511576A,2026-06-05,8QVB31J6JNY4,33281_1225_00001,1 Place Gerard Philipe 33700 Mérignac,33700,Mérignac,33,maison,1948-1974,,118,E,E,309,constructed,-0.655836220300411,44.848360858735305,33281,1,adresse_ban
2633E1511461P,2026-06-05,QB1SS4HS9XCJ,33207_2190_00325,325 Avenue du Général de Gaulle 33450 Izon,33450,Izon,33,maison,après 2021,,86,A,A,39,constructed,-0.357067097175495,44.91897015473198,33207,1,adresse_ban
2633E1515895D,2026-06-05,9CADN8SPEMAK,33063_2310_00017,17 Rue Cornac 33000 Bordeaux,33000,Bordeaux,33,appartement,avant 1948,,99.5,D,B,223,constructed,-0.572661964086436,44.85138426976215,33063,1,adresse_ban
2633E1513140E,2026-06-05,XJKBQ724BK23,33522_0570_00041,41 Rue Clément Thomas 33400 Talence,33400,Talence,33,appartement,1948-1974,1960,53,D,D,210,constructed,-0.581401976539577,44.80211771605532,33522,4,adresse_ban
2633E1520848Q,2026-06-05,G9Y341EMZMT6,33541_0010_00010,10 Chemin des Bruyeres 33590 Vensac,33590,Vensac,33,maison,2001-2005,,79.6,D,B,211,constructed,-1.05386782072037,45.39470618996651,33541,1,adresse_ban
2633E1512172Y,2026-06-05,BFEN1WWG5M5V,33522_1260_00011,11 Avenue Georges Clémenceau 33400 Talence,33400,Talence,33,appartement,1989-2000,,25.3,C,B,194,constructed,-0.593675930058951,44.80565179815778,33522,1,adresse_ban
2633E1515423Z,2026-06-05,CVDFZ4RZW47N,33063_7618_00001,1 Rue du Prof. Georges Jeanneney 33300 Bordeaux,33300,Bordeaux,33,appartement,2006-2012,,35.2,C,A,135,constructed,-0.558128405357599,44.88742478073934,33063,11,adresse_ban
2633E1518352Q,2026-06-05,QJ13EZN3K74A,33063_8920_00220,220 Avenue Thiers 33100 Bordeaux,33100,Bordeaux,33,appartement,avant 1948,,62,C,A,131,constructed,-0.548458886552433,44.847670725211465,33063,2,adresse_ban
